id,name,category,created_at,updated_at,scientific_name,distribution,habitat,size,depth_range,description
5608,カワアナゴ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Eleotris oxycephala,千葉県・鳥取県～屋久島、瀬戸内海沿岸；東シナ海,河川の汽水域直上の淡水域。主に礫底や砂底のテトラポッド、岩、倒木の陰に単独で見られる,全長約30cm,1m,河川の下流域から河口の汽水域にかけて生息する大型のハゼの仲間。夜行性で、日中は石や倒木の下、護岸の隙間などに潜んでいます。肉食性で、小魚やエビなどを捕食します。ハゼ類としては大型で、その風貌から「アナゴ」の名がついています。ナイトダイビングや、日中に岩の隙間などをライトで照らして探すと見つかることがあります。
5611,クロクモハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Bathygobius niger,八丈島、日之永良部島、沖縄島；インド洋,サンゴ礁域の岩礁性海岸、石灰岩海蝕崖下のタイドプール転石下に生息。幼魚は水深2mのクロウエの棘間でも確認,全長約5cm,1m,ごく浅い岩礁やタイドプールで見られるハゼの仲間。クモハゼによく似ていますが、全体的に黒みが強く、体側の模様もより不明瞭なことが多いです。他のクモハゼ類と同様に、胸鰭を使って岩に張り付くように移動します。シュノーケリングやダイビングのエントリー直後に、足元の岩場を注意深く観察すると見つかります。
5616,セイテンベラ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Halichoeres scapularis,八丈島、和歌山県以南～琉球列島；インド・西太平洋,岩礁域、サンゴ礁域、礁池内のサンゴ礁周辺の砂底,全長約20cm,10m,ベラの仲間で、サンゴ礁域の砂地やガレ場で見られる。幼魚や雌は白い体に黒い縦縞があるが、雄の成魚（オス相）は青緑色の派手な体色に変化する。海底近くを活発に泳ぎ回り、砂中の小動物を捕食する。危険を感じると砂に潜る。
5651,ゲンロクダイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Roa modesta,下北半島以南～南日本；朝鮮半島、東部インド洋～西部太平洋の熱帯域,岩礁域、内湾,全長約14cm,15m,チョウチョウウオの仲間で、やや深めの岩礁や砂礫底に生息します。白地に黒い帯が3本入るデザインが特徴で、ハタタテダイの仲間によく似ていますが、背ビレが長く伸びない点で見分けられます。通常はペアで行動していることが多いです。岩のオーバーハングした場所の下などを好むため、少し暗い場所を探してみると見つけやすいでしょう。
5656,クロホシハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Cryptocentrus nigrocellatus,和歌山県、高知県柏島、屋久島、琉球列島；西部太平洋,サンゴ礁域、礁池内のごく浅所、水深20mまで,全長約7cm,10m,ダテハゼの仲間で、内湾の砂泥底に生息します。体は黄色く、黒い斑点が散らばるのが特徴です。テッポウエビと共生関係にあり、巣穴の入り口で見張りをしています。危険を感じると、尾ビレでエビに合図を送り、素早く一緒に巣穴へ隠れます。観察する際は、距離を保ちながらゆっくりと近づき、エビが砂を運び出す様子などをじっくり見てみましょう。
5658,クロアナゴ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Conger jordani,南日本、八丈島、朝鮮半島、台湾,浅海岩礁域、砂地,全長約80cm,5m,アナゴの仲間で、沿岸の岩礁や砂泥底に生息します。日中は岩の隙間や穴に隠れており、顔だけを出している姿がよく見られます。夜行性で、夜になると巣穴から出て魚や甲殻類を捕食します。大きな個体は1mを超えることもあり、ナイトダイビングで出会うと迫力があります。性質は比較的おとなしいですが、不用意に手を出さないようにしましょう。
5661,ダルマハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Paragobiodon echinocephalus,紀伊半島、高知県、琉球列島；インド・太平洋,サンゴ礁域,体長約3.5cm,10m,ハゼの仲間で、ミドリイシなど枝状のサンゴの間に生息しています。ずんぐりとした体型で、頭部には短い突起が密生しています。普段はサンゴの枝の間でじっとしており、外敵から身を守っています。サンゴのポリプを食べると考えられています。非常に小さく、サンゴと一体化しているため、見つけるには枝の間を根気よく探す必要があります。
5665,ミジンベニハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Lubricogobius exiguus,千葉県館山湾～駿河湾、紀伊半島串本、高知県柏島、鹿児島県、大阪湾、愛媛県、兵庫県日本海側、壱岐水道～天草灘,砂泥底、フジツボ類や二枚貝の空き殻、空瓶、空缶などの人工物,全長約2.5cm,25m,非常に小さなハゼの仲間で、やや深い砂泥底に生息します。空き缶や空の貝殻、カイメンなどを住処にし、ペアで生活しています。透明感のあるオレンジ色の体が美しく、ホバリングするように中層を漂います。非常に小さく臆病なため、観察にはライトを直接当てず、そっと見守るのがコツです。
5669,ヒレボシミノカサゴ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Dendrochirus biocellatus,八丈島、紀伊半島、琉球列島；インド・太平洋,岩礁域、サンゴ礁域,全長約13cm,10m,ミノカサゴの仲間で、夜行性が強い。日中は岩陰やサンゴの下に隠れていることが多い。背ビレに2つの大きな眼状斑があるのが最大の特徴で、他のミノカサゴの仲間と容易に区別できる。危険を感じるとこの眼状斑を見せて威嚇する。背ビレの棘には毒があるため、不用意に触れないよう注意が必要。
5671,マハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthogobius flavimanus,北海道の太平洋・日本海側～種子島、瀬戸内海、隠岐、対馬、五島列島、沿海州、朝鮮半島、渤海、黄海,内湾や河口域の砂泥底、5m以浅,全長約15cm,5m,ハゼの仲間で、主に内湾や河口などの砂泥底に生息します。汽水域を好み、淡水域に進入することもあります。他の多くのハゼ類に比べて大型になります。胸ビレの付け根に黄色い模様があるのが特徴です。海底の泥に巣穴を掘って生活しています。
5676,シマサルハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Oxyurichthys sp. B,西表島；インドネシア（アンボン島）,河川の河口域に生息する。泥底や軟泥底に見られる。生息水深は2m以浅。,全長約9cm,2m,内湾の砂泥底に生息するハゼの仲間。目が頭部の上方にあり、やや飛び出しているのが特徴です。海底の泥に紛れるようにじっとしていることが多いです。体色は地味ですが、背鰭を広げると意外な美しさを見せることがあります。ダイバーは、泥底をゆっくりと進みながら、海底にいる魚影を探す必要があります。
5677,ヨスジリュウキュウスズメダイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Dascyllus melanurus,沖縄島以南；西部太平洋の熱帯域,サンゴ礁域の68m以浅、主に礁池の樹状サンゴ,全長約4cm,2m,スズメダイの仲間で、白い体に黒い横縞模様、尾びれが黒いのが特徴です。枝状のミドリイシサンゴを住処とし、その周りから離れることはほとんどありません。危険を感じると一斉にサンゴの枝の間に隠れます。ダイバーはサンゴを傷つけないように注意しながら、少し離れた場所から彼らが顔を出すのを待つと良いでしょう。
5687,カマスサワラ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthocybium solandri,南日本、伊豆・小笠原諸島、琉球列島；全世界の温・熱帯域,沿岸や沖合いの表層、潮通しのよい所,全長約1.3m,20m,サバの仲間で、魚類最速とも言われるほどの高速遊泳魚です。流線型の体に、背中にはっきりとした縞模様があります。外洋の表層を回遊し、カツオやマグロなどを捕食します。ダイビング中に遭遇することは稀ですが、そのスピードと大きさは圧巻です。潮通しの良いポイントで稀に見られます。
5691,ツバサハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Rhyacichthys aspro,屋久島、奄美大島、沖縄島、石垣島、西表島；西部太平洋,河川の渓流域、淵頭付近の岩盤,全長約25cm,1m,原始的な特徴を持つハゼの仲間。主に河川の淡水域から汽水域にかけて生息します。左右の腹ビレが完全に癒合しておらず、吸盤状になっていませんが、胸ビレを使って流れの速い場所の岩に張り付くことができます。ダイバーが通常の海で出会う機会はほとんどありません。
5706,ミナミアシシロハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthogobius lactipes,奄美大島、沖縄島,河川の河口周辺から感潮域最上流にかけて生息。泥底や砂底に単独で見られる。,全長約8cm,水面下-3m,河口域や内湾の砂泥底に生息するハゼの仲間。体は茶褐色で、腹ビレが白いことが名前の由来になっています。近縁種のアシシロハゼと非常によく似ていますが、本種はより南の地域に分布する傾向があります。泥底に巣穴を掘って生活しており、ダイビング中に見かける機会は少ないかもしれません。
5709,シロクラハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Astrabe lactisella,日本固有: 宮城県～三重県,岩礁性海岸の潮間帯下部、砂底に転石が積み重なったところの転石間や下,全長約5cm,3m,ハゼの仲間で、内湾の浅い転石帯や岩礁域に生息します。白っぽい地色に不明瞭な鞍状の暗色斑がいくつかあるのが特徴です。岩の隙間や下に潜んでいることが多く、日中はあまり活発に動き回りません。ダイバーが普段あまり潜らないようなごく浅い場所で見つかることが多い魚です。
5711,ヒガンフグ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Takifugu pardalis,函館以南、南日本・黄海、渤海沿岸浅所の砂底や泥底,砂底、泥底、岩礁域,全長約20cm,3m,フグの仲間で、体に小さな黒い斑点が散らばり、特に背中と体側に大きな黒い紋がある。春先の産卵期に大群で岸に押し寄せることから「彼岸フグ」の名がついた。沿岸の岩礁域や砂底に生息する。筋肉は無毒だが、皮膚や内臓、特に卵巣と肝臓に強い毒（テトロドトキシン）を持つ。
5726,コビトイソハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Eviota bikiniensis,小笠原諸島、加計呂間島、沖縄諸島、八重山諸島；インド・太平洋,内湾・サンゴ礁域の礁池の死サンゴ塊の隙間、生息水深約6m,全長約3cm,2m,サンゴ礁域に生息する極めて小さなハゼの仲間。透明感のある体に赤い斑点が散在し、岩やサンゴの枝の間に隠れています。非常に小さく、動きも素早いため、見つけるのは簡単ではありません。ダイバーはサンゴの根本や岩のくぼみなどをライトで照らしながら、じっくりと時間をかけて探す必要があります。
5738,ヤノスソビキハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Vanderhorstia papilio,沖縄島、西表島；インドネシア,内湾の礫混じり砂泥底、テッポウエビ類と共生、水深30-55m,全長約6cm,45m,深場の砂泥底に生息する、非常に美しいハゼの仲間。白い体に鮮やかな黄色の縦縞が入り、長く伸びた尾ビレが特徴です。巣穴の近くでペアでホバリングしている姿がよく観察されます。警戒心が極めて強く、ダイバーの気配を察するとすぐに巣穴に隠れてしまいます。深場に生息するため、観察にはディープダイビングのスキルが必須です。
5751,オグロブダイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Scarus fuscocaudalis,南日本の太平洋岸、琉球列島、小笠原諸島；中・西部太平洋の熱帯域,サンゴ礁域の浅所,全長約30cm,30m,ブダイの仲間で、オスは青緑色の体にピンク色の模様が入り、メスは茶色っぽい地味な体色をしています。尾ビレの後縁が黒く縁取られるのが特徴です。サンゴ礁や岩礁域に生息し、岩に付着した藻類を食べます。ダイバーは、岩をかじる独特の捕食行動を観察することができます。
5755,テンツキチョウチョウウオ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Chaetodon oligacanthus,小笠原諸島；東部インド洋～西部太平洋の熱帯域,砂泥底、内湾性で砂泥底,全長約10cm,20m,チョウチョウウオの仲間で、白い体にV字型の黒い帯が複数入るのが特徴です。枝状のミドリイシサンゴの周辺に生息し、そのポリプを主食としています。サンゴに依存して生活しているため、生きたサンゴが豊富な場所でしか見られません。通常はペアか小さなグループで、サンゴの枝の間を縫うように泳いでいます。
5762,ヒメユリハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Ptereleotris heteroptera,伊豆半島、高知県、沖縄諸島、西表島；インド・太平洋,サンゴ礁の礁外縁や礁斜面。まれに内湾の湾奥。潮通し良い礫混じりの砂底や岩盤状のサンゴの上の中層を単独やペア、小さな群がりでホバリングや遊泳。生息水深8-25m,全長約15cm,20m,サンゴ礁の砂地やガレ場に生息する、美しい遊泳性のハゼ。青みがかった白い体と、黒い尾ビレが特徴的。通常ペアで生活し、巣穴の上でホバリングしながらプランクトンを捕食する。危険を感じると、尾から巣穴に素早く逃げ込む。警戒心は強いが、巣穴から少し離れた場所で待っていると、再び出てきてホバリングする姿を観察できる。
5784,イトヒゲモジャハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Sagamia brevirostris,八丈島、奄美大島、沖縄島；インド・西太平洋,サンゴ礁域の礁池や礁斜面。礁池では岩盤上にサンゴの細砂が溜まったタイドプール、礁斜面では水深6-7mの潮通しの良い転石のある砂礫底,全長約25cm,10m,ハゼの仲間としては大型になり、口元に多数の皮弁（ひげ）があるのが特徴です。このひげが「モジャハゼ」の由来となっています。湾内の砂泥底に生息し、自分で掘った巣穴の近くにいます。口ひげを使って海底の餌を探していると考えられています。やや警戒心が強く、近づくとすぐに巣穴に隠れてしまいます。泥底のポイントで見られることがあります。
5786,ギンポハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Parkraemeria onata,石垣島、西表島；オーストラリア東岸,内湾湾奥や河川の河口、砂泥底に穴を掘り単独で生息、水深2m以浅,全長約4cm,1m,細長い体型をしたハゼの仲間。目は小さく、頭部の上方にあります。サンゴ礁域のきれいな砂地に生息し、普段は砂の中に潜っています。砂から目だけを出して周囲の様子をうかがい、餌となる小型の甲殻類などが近づくと、素早く飛び出して捕食します。砂地に残る特徴的な目の跡が、本種が潜んでいるヒントになります。
5801,ローレンツスズメダイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Abudefduf lorenzi,西表島、西部太平洋の熱帯域,サンゴ礁域や岩礁域の6m以浅,全長約13cm,1m,スズメダイの仲間で、汽水域や川の下流域など、淡水の影響がある場所を好みます。オヤビッチャに似ていますが、体側の黒い横帯が腹側で繋がらず、途切れている点で見分けられます。岩やマングローブの根元などで見られ、付着藻類や小型の甲殻類などを食べています。
5807,ミナミイソハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Eviota japonica,日本固有: 紀伊半島、高知県、種子島、琉球列島,河川の河口域、内湾の湾奥、サンゴ礁域の礁原。死サンゴ片混じりの砂底やガレ場。生息水深1-3m,全長約2.5cm,2m,岩礁やサンゴ礁の浅い場所でごく普通に見られる小型のハゼ。体色は変異に富みますが、一般的に褐色で、白い斑点が散らばります。岩や死サンゴの上でじっとしていたり、ちょこまかと動き回ったりします。非常に多くの個体がいるため、ダイビングやスノーケリング中に簡単に見つけることができます。他のイソハゼ類との識別はやや難しいです。
5809,マイコハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Parioglossus lineatus,西表島；インド・太平洋,河川の河口域のマングローブ林。ヒルギの根元の中層付近で群がりの中に混泳する。,全長約4cm,1m,河口域や内湾の浅い砂泥底に生息する小型のハゼの仲間。体は半透明で、体側に一本の暗色縦線が走るのが大きな特徴です。群れを作り、中層をホバリングするように泳いでいます。危険を感じると素早く砂の中に潜って隠れます。その特徴的な縦線とホバリングする習性から、同所的に見られる他のハゼと見分けることができます。
5814,オウムブダイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Scarus psittacus,高知県以南、 琉球列島； インド・太平洋,岩礁域やサンゴ礁域、サンゴの生育がよい礁池内,全長約30cm,10m,ブダイの仲間で、オスは青緑色、メスは茶褐色と性別で体色が異なります。サンゴ礁や岩礁の浅い場所に生息し、岩や死サンゴに付着した藻類をクチバシ状の歯でかじり取って食べます。夜間は岩陰などで、口から出した粘液の膜（寝袋）に包まれて眠るというユニークな習性を持っています。
5816,カスリハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Amblyeleotris japonica,八丈島、千葉県、相模湾、駿河湾、三重県、和歌山県、徳島県、愛媛県、高知県、長崎県、鹿児島県、奄美大島、沖縄島、久米島、西表島；西部太平洋,内湾の湾奥、軟泥底・泥底・砂泥底でテッポウエビ類と共生、巣穴上でホバリング、生息水深2-20m,全長約6.5cm,5m,テッポウエビと共生するハゼの仲間。白い体に茶色や黄褐色のぼんやりとした横縞模様が入るのが特徴です。サンゴ礁域の砂底に生息し、テッポウエビの掘った巣穴を住処にします。巣穴の入り口で周囲を警戒し、危険が迫るとエビと共に巣穴へ逃げ込みます。よく似た種が多いため、体の模様や生息環境で見分けるのがポイントです。
5821,マサゴハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Pseudogobius masago,宮城県～九州、瀬戸内海、壱岐、対馬、種子島、奄美大島、沖縄島；朝鮮半島、台湾,河川の河口域、泥底の干潟、単独で見られる,全長約2cm,水面下,河口域や干潟などの汽水域に生息する、非常に小さなハゼの仲間。体は半透明で、体側に数列の黒い点線状の模様があります。泥底や砂泥底に生息し、物陰に隠れていることが多いです。サイズが小さく、保護色のため見つけるのは困難です。マハゼなどの幼魚と間違えやすいですが、成魚でもこのサイズである点が特徴です。
5824,クチサケハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Oligolepis stomias,小笠原諸島、高知県、鹿児島県、琉球列島；西部太平洋,河川の感潮域最上流、泥底に穴を掘り単独で見られる,全長約5.5cm,15m,口が非常に大きいことが特徴のハゼの仲間。その大きな口で、自分と同じくらいの大きさの獲物も丸呑みにしてしまいます。内湾の砂泥底に生息し、普段は砂や泥に体を埋めて隠れています。目だけを砂の上に出して獲物を待ち伏せます。ダイバーが砂を巻き上げると、驚いて飛び出してくることがあります。
5825,ハワイウツボ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Gymnothorax berndti,南日本の太平洋岸、琉球列島；インド・太平洋,沿岸や沖合いのやや深所（水深250mまで）,全長約80cm,30m,大型のウツボの仲間。白い体に不規則な黒い帯模様があり、口の中が白いのが特徴。サンゴ礁や岩礁の隙間に生息し、昼間は巣穴から顔を出していることが多い。やや深場を好む傾向がある。他のウツボと同様に夜行性で、夜になると獲物を探して泳ぎ回る。クリーナーシュリンプに掃除されていることもある。
5834,イットウダイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Sargocentron spinosissimum,隠岐島、 南日本の太平洋岸、 伊豆・小笠原諸島、 琉球列島； 台湾、 ハワイ,岩礁域,全長約20cm,20m,イットウダイの仲間で、赤い体に大きな目が特徴的な夜行性の魚です。昼間はサンゴの隙間や岩陰、洞窟などに群れで隠れています。ダイバーがライトを当てると、銀色にキラキラと光って見えます。エラ蓋に鋭いトゲがあるので注意が必要です。夜になると甲殻類などを求めて活動を開始します。
5836,スジクモハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Bathygobius cocosensis,小笠原諸島、八丈島、千葉県～与那国島、インド・太平洋,河川の河口周辺、岩礁性海岸、サンゴ礁域の礁原内縁。死サンゴ片や砂泥底、タイドプールに単独で見られる。生息水深は2m以浅,全長約6cm,1m,ハゼの仲間で、潮間帯のタイドプールやごく浅い岩礁域で見られます。体には雲のような不規則なまだら模様があり、岩の上では優れた保護色となります。水が引いたタイドプールを覗き込むと、岩の上でじっとしていたり、素早く隠れたりする姿を観察できます。ダイビングよりはシュノーケリングなどで目にする機会が多い魚です。
5853,コンゴウフグ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Lactoria cornuta,南日本の太平洋岸、八丈島、琉球列島；インド・太平洋,サンゴ礁域を含む沿岸の浅所、潮通しがよく、開けた砂底,全長約25cm,20m,ハコフグの仲間で、黄色い体に2本の長いツノが特徴です。動きは比較的ゆっくりですが、危険を感じると皮膚から毒を分泌するため触れてはいけません。幼魚は非常に小さく、流れの緩やかな湾内や港のガレ場などで見られます。成魚はサンゴ礁域の砂地や岩礁域に単独で生息しています。
5854,ブダイベラ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Pseudodax moluccanus,南日本の太平洋岸、八丈島、琉球列島、小笠原諸島；インド・太平洋,岩礁域、サンゴ礁域,全長約20cm,20m,ベラの仲間だが、ブダイのような厚い唇と体型を持つ。サンゴ礁や岩礁域に生息し、単独で行動することが多い。成魚は暗色の体に青い縦縞が入り、幼魚は黒い体に白い縦縞と見た目が大きく異なる。硬い歯で、サンゴに付着した貝類や甲殻類などをかじり取って食べる。ゆっくりと泳ぎ、あまり人を恐れない。
5872,トビハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Periophthalmus modestus,東京湾〜種子島、沖縄島、瀬戸内海、有明海；渤海、黄海、東・南シナ海、台湾,内湾の湾奥や河川の河口域の泥干潟。冬は底の穴ですごし、他の季節は干出時に干潟上で活動し、岸辺に這い上がり休息する,全長約10cm,水面下,干潟や河口域の泥の上で生活する、魚類でありながら陸上行動に適応したユニークな魚。胸ビレを腕のように使って這い回り、ジャンプも得意です。皮膚呼吸も行うため、長時間水から出て活動できます。ダイビングでの観察対象ではなく、干潟でその愛らしい姿を探すのが一般的です。
5873,イレズミサルハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Oxyurichthys sp. A,伊豆半島、和歌山県、西表島,オニサルハゼとほぼ同所的に見られるが、個体数ははるかに少ない。生息水深は30m以浅。,全長約10cm,30m,内湾の砂泥底に生息するハゼの仲間。体は細長く、眼が頭部の上方に突出しています。頬に青い斑点が散らばり、これが「イレズミ」のように見えることから名付けられました。海底から少し浮いてホバリングしていることが多いですが、警戒心が強く、ダイバーが近づくと素早く砂煙を上げて逃げてしまいます。やや深めの砂地で見られます。
5875,クロエリギンポ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Trichonotus filamentosus,南日本；西部太平洋の熱帯域砂底域,砂底域,全長約15cm,15m,ベラギンポの仲間で、きれいな砂地の海底に生息します。普段は砂に潜っていますが、繁殖行動の際には水中へ飛び出し、オスが背ビレの長い軟条を広げて美しいディスプレイを見せます。この行動は一瞬で終わるため、観察や撮影は非常に難しいです。ダイバーが近づくとすぐに砂に潜ってしまうため、その存在に気づくこと自体が困難な魚です。
5892,エリトゲハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Bostrychus sinensis,西表島；西部太平洋,河川の渓流域、岩の陰,全長約6cm,水面下,河口の汽水域やマングローブ地帯の泥底に生息するハゼの仲間。鰓蓋（えらぶた）の上部に鋭いトゲがあることが名前の由来です。空気呼吸ができるという特殊な能力を持ち、水質の悪い環境にも適応できます。ダイビングでの観察対象ではなく、干潟やマングローブ林の探策などで見ることができます。
5897,スミゾメハナハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Ptereleotris rubristigma,南日本の太平洋岸、伊豆諸島、琉球列島；インド・西太平洋,サンゴ礁域、礁斜面などの礫混じりの砂底上,全長約10cm,10m,細長い体を持つハゼの仲間。サンゴ礁の砂地やガレ場に生息し、ペアでいることが多い。尾ビレの付け根にある赤い斑点が特徴。普段はホバリングしているが、危険を感じると巣穴に素早く隠れる。少し離れて待つと、再び姿を見せる。
5899,キアンコウ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Lophius litulon,北海道以南、南日本；黄海、東シナ海,砂地,全長約1m,30m,砂泥底に生息するアンコウの仲間。平たい体と大きな口が特徴で、全身を使って砂に潜り、目だけを出して獲物を待つ。頭部の誘引突起（エスカ）を疑似餌のように動かし、寄ってきた小魚や甲殻類を一口で飲み込む。ダイバーが砂地で発見するのは至難の業で、体の輪郭や目を探すのが観察のコツ。
5904,アシシロハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthogobius lactipes,北海道南部、本州、四国、九州、隠岐、壱岐、対馬、五島列島、オホーツク海、サハリン、沿海州、朝鮮半島、渤海、黄海,内湾から河川汽水域・淡水域にかけて、砂底や砂礫底に単独で生息,全長約10cm,3m,内湾や河口の汽水域の砂泥底に生息するハゼの仲間。全体的に褐色で不明瞭な斑紋があり、腹ビレが白いことが名前の由来です。海底の泥に穴を掘って隠れたり、物陰に潜んだりしています。海でのダイビングより、河口域や干潟での生物観察でよく見られます。食用にされることもあり、地域によっては釣りの対象魚としても知られています。
5905,ホンフサアンコウ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Chaunax fimbriatus,青森県、南日本の太平洋岸：西部太平洋,水深284~500m,全長約30cm,45m,アンコウの仲間で、ずんぐりとした体と歩くように移動する胸ビレが特徴です。普段は深海に生息していますが、時にダイバーが潜る水深でも観察されることがあります。頭の上の誘引突起（エスカ）を振って獲物をおびき寄せ、大きな口で一気に捕食します。海底でじっとしていることが多く、見つけるのは非常に稀です。
5915,シラタキベラダマシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Pseudocoris aurantiofasciata,南日本の太平洋岸、琉球列島、小笠原諸島；中・西部太平洋の熱帯域,岩礁域、サンゴ礁域、水深30m程の潮通しのよいドロップオフ,全長約18cm,25m,ベラの仲間で、シラタキベラによく似ていますが、より深い場所に生息します。オスは成長すると体にオレンジ色の太い横帯が現れ、シラタキベラと区別できます。サンゴ礁のドロップオフなどでハーレムを形成して生活しています。メスは赤っぽく地味な体色です。
5917,ミツボシゴマハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Paragobiodon lacunicolus,琉球列島；フィリピン,内湾から河川の感潮域最上流部、淡水性湿地。マングローブ林内で群がりで浮遊する。,全長約1.7cm,水面下,枝状のミドリイシなど、生きたサンゴの枝の間にのみ生息する極小のハゼ。体色は生息するサンゴによって緑色や褐色など様々に変化します。体側に3つの黒い斑点があります。サンゴのポリプを食べると考えられています。サンゴに完全に依存して生活しているため、サンゴの枝の間を注意深く探さないと見つけることはできません。
5919,スジシマイソハゼ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Trimmatom pharus,琉球列島、西部インド洋,サンゴ礁域、岩やサンゴの表面,全長約2.5cm,5m,透明感のある体を持つ非常に小さなハゼの仲間。サンゴの枝の間や岩の隙間などに隠れていることが多い。体長が3cmにも満たないため、見つけるには相当な観察眼が求められる。赤い縦縞が特徴で、動きは俊敏。マクロ派ダイバーに人気がある。
5920,シズミイソコケギンポ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Neoclinus chihiroe,千葉県勝浦、相模湾、八丈島、紀伊半島田辺湾、富山湾,岩礁域、低潮線付近,全長約7cm,4m,ギンポの仲間で、岩の穴やフジツボの殻、空き瓶などからひょっこりと顔を出している姿が愛らしい魚です。頭に生えたフサフサの皮弁が特徴です。縄張り意識が強く、近づいてきた他の個体に対して口を大きく開けて威嚇する行動を見せることがあります。
5931,ホシフグ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Arothron firmamentum,南日本；西部太平洋の温・熱帯域、大西洋南東部,沿岸の100m以深、浅所にも現れることがある,全長約35cm,20m,フグの仲間で、黒っぽい体に白い斑点が無数に散らばる様子が星空のように見えることが名前の由来です。主に中層を単独でゆっくりと泳いでいることが多いです。他のフグ類と比べて、海底にいることは少なく、ダイビング中に不意に遭遇することがあります。驚くと他のフグと同様に体を膨らませます。
