和名,学名,分布,生息場所,体長,深さ,短い説明,長い説明
イナズマタテガミカエルウオ,Cirripectes stigmaticus,琉球列島；インド・太平洋,サンゴ礁域、波の荒い礁縁の水深10〜15m,3cm,10m,体にイナズマ模様が入った小さな魚。サンゴの根元を素早く泳ぎ回ります。,イナズマタテガミカエルウオは、体長約3cmの小さな魚で、名前の通り体側に白と黒のイナズマ模様が特徴的です。背びれの一部が長く伸び、タテガミのように見えることからこの名がつきました。サンゴ礁域の波の荒い礁縁に生息し、水深10m前後で観察できます。素早く泳ぎ回るため、じっくり観察するにはサンゴの根元や岩陰を注意深く探す必要があります。写真撮影では、イナズマ模様とタテガミ状の背びれがユニークで、被写体として人気があります。琉球列島のダイビングスポットで比較的見つけやすい種類ですが、その小ささと動きの速さから見逃さないよう注意が必要です。
ツマリギンポ,Stanulus talboti,琉球列島、小笠原諸島；中・西部太平洋の熱帯域,サンゴ礁域、波の荒い礁縁の3m以浅,8cm,7m,白い体に黒い斑点が特徴の小型ギンポ。サンゴ礁の浅瀬で岩陰に隠れています。,ツマリギンポは、白い体に黒い斑点が散在する小型のギンポで、体長は最大8cmほどです。特に目立つのは背びれの前方に黒い斑紋があることで、ダイビング中でも比較的簡単に識別できます。サンゴ礁域の浅瀬（3m以浅）に生息し、波の荒い礁縁の岩陰やサンゴの隙間に隠れる習性があります。写真撮影では、岩の影からひょっこり顔を出す瞬間が可愛らしく、マクロレンズでの撮影がおすすめです。琉球列島や小笠原諸島で観察でき、初心者ダイバーでも見つけやすい生物の一つです。
カエルウオ,Istiblennius enosimae,南日本、伊豆・小笠原諸島、琉球列島,岩礁域、潮だまり,12cm,1m,茶褐色の体に白い斑点があり、カエルのような大きな目が特徴。岩の上でじっとしていることが多いです。,カエルウオは、茶褐色の体に白い斑点が散在し、カエルのような大きな目と丸みを帯びた頭部が特徴的な魚です。体長は約12cmで、岩礁域や潮だまりに生息しています。普段は岩の上に張り付くようにじっとしていることが多く、動きは緩やかです。ダイビング中に見つけるには、岩の表面や潮だまりを注意深く観察しましょう。写真撮影の際は、そのユニークな顔立ちと模様が魅力で、マクロレンズで撮るとより詳細な特徴が捉えられます。面白いエピソードとして、カエルウオは危険を感じると岩の隙間に素早く隠れる習性があり、ダイバーが近づくとサッと逃げる姿が観察できます。初心者ダイバーにも見つけやすく、観察の楽しみが多い生物です。
ニセカエルウオ,Istiblennius edentulus,紀伊半島以南、琉球列島；インド・太平洋,岩礁域やサンゴ礁域、潮だまり,14cm,1m,茶褐色の体に細かい斑点が特徴の小型魚。岩の上でじっとしていることが多く、目が大きく愛嬌ある表情。,ニセカエルウオは茶褐色の体に細かい黒っぽい斑点が散りばめられた、全長約14cmの小型魚です。大きな目と丸みを帯びた頭部が特徴で、岩の上や潮だまりでじっとしている姿がよく観察されます。ダイビング中は岩陰やサンゴの根元を注意深く探すと見つけやすく、ゆっくり近づくとその愛嬌ある表情を間近で観察できます。写真撮影の際は、自然なポーズを保たせつつ、目線を合わせるとユニークなショットが撮れます。面白いことに、危険を感じると素早く岩の隙間に隠れる習性があり、観察には忍耐が必要です。
ロウソクギンポ,Rhabdoblennius nitidus,八丈島，紀伊半島以南の南日本の太平洋岸，琉球列島；フィリピン以北の西太平洋の熱帯域,岩礁域やサンゴ礁域、潮だまりなどの水深数cm～50cm程,6cm,20cm,灰褐色の細長い体に小さな黒点が散らばるロウソクギンポ。潮だまりの岩陰でじっとしていることが多い。,ロウソクギンポは灰褐色の細長い体に小さな黒点が散らばり、背びれが長く伸びるのが特徴。主に潮だまりや浅い岩礁域に生息し、岩陰や海藻の間でじっとしていることが多い。動きは控えめで、近づくと素早く岩の隙間に隠れる。ダイビングでは浅瀬の潮だまりを重点的に探すと見つけやすい。写真撮影では、岩の質感と対比させると体の模様が引き立ち、自然のカモフラージュがよく分かる。面白いことに、ギンポの仲間は腹びれが吸盤状になっており、波の強い場所でもしっかりと岩に張り付くことができる。
モンツキカエルウオ,Blenniella chrysospilos,八丈島，琉球列島；インド・太平洋のサンゴ礁域,サンゴ礁域、サンゴなどにあいた小さな穴,10cm,2m,白い斑点が特徴の小さな魚。サンゴの穴から顔を出している姿が可愛らしい。,全身に白い斑点が散りばめられた、全長10cmほどの小さな魚です。サンゴ礁域の岩やサンゴに開いた小さな穴を好み、警戒心が強く、すぐに穴に隠れてしまいます。ダイビングでは、ゆっくりと近づき、サンゴの隙間を注意深く観察すると、モンツキカエルウオが顔を出している姿を見つけることができます。写真撮影では、青い海を背景にした白い斑点が美しく映え、スナップショットに最適です。面白いエピソードとして、穴から顔を出す様子がまるで隠れんぼをしているかのようで、ダイバーの間で人気の被写体となっています。
ホホグロギンポ,Blenniella bilitonensis,琉球列島；西部太平洋の熱帯域,サンゴ礁域、潮だまり,13cm,1m,体に細かい黒点が散らばる茶褐色のギンポ。潮だまりでじっとしていることが多いです。,ホホグロギンポは、茶褐色の体に細かい黒点が散らばるのが特徴の小型ギンポです。頬に暗色斑があり、これが和名の由来となっています。サンゴ礁域の潮だまりや浅瀬の岩陰に生息し、じっとしていることが多いです。動きはゆっくりで、近づいても逃げないことが多いため、初心者ダイバーでも観察しやすい魚です。写真撮影時は、岩の上に止まっている姿や、擬態した様子が魅力的です。豆知識として、ギンポの仲間は腹ビレが吸盤状になっており、波が強い場所でもしっかりと岩に張り付くことができます。ダイビングでは、浅瀬の潮だまりを注意深く観察すると見つけやすいでしょう。
ヒナギンポ,Nannosalarias nativitatis,琉球列島；東部インド洋〜中・西部太平洋の熱帯域,サンゴ礁域、波の荒い礁縁の浅所,4cm,2m,体が透明で青い斑点が散らばる小さな魚。サンゴの根元を素早く泳ぎ回ります。,ヒナギンポは体長約4cmの小さな魚で、透明感のある体に鮮やかな青い斑点が特徴的です。サンゴ礁域の波が荒い浅所に生息し、サンゴの根元や岩陰を素早く行き来する姿が観察されます。ダイビング中は、サンゴの隙間を注意深く観察すると見つけることができ、その可憐な姿はマクロレンズでの撮影に最適です。豆知識として、学名の「nativitatis」は「クリスマス島の」を意味し、発見地に由来しています。初心者ダイバーにも見つけやすく、水中写真の被写体として人気があります。
シマギンポ,Salarias luctuosus,八丈島、紀伊半島以南の南日本の太平洋岸、琉球列島,サンゴ礁域、礁池内の岩場の浅所,5cm,1m,白と茶色の縞模様が特徴の小型ギンポ。岩陰に隠れるようにじっとしています。,シマギンポは体長5cmほどの小型ギンポで、白地に茶色の細い縞模様が特徴です。岩の割れ目やサンゴの陰に身を潜めるようにして生息しており、じっとしていることが多いです。浅いサンゴ礁域や礁池の岩場で観察でき、特に潮溜まりのような場所でも見つかります。写真撮影の際は、岩の隙間を注意深く探すと出会えることが多く、縞模様のコントラストが水中で美しく映えます。ダイバーにとっては、小さな体と控えめな動きから「隠れんぼの達人」とも呼ばれ、見つけた時の喜びが大きい魚です。
ヤエヤマギンポ,Salarias fasciatus,琉球列島；インド・太平洋,サンゴ礁域、礁池内のハマサンゴ類の上など5m以浅,12cm,1m,黄緑色の体に茶色の帯模様が特徴の小さな魚。サンゴの上でじっとしていることが多いです。,ヤエヤマギンポは、黄緑色の体に茶色の太い横帯が何本も入った模様が特徴の小さな魚です。体長は最大で12cmほどで、サンゴ礁の浅瀬や礁池内のハマサンゴ類の上によく見られます。普段はサンゴの枝や岩の上にじっとしていることが多く、動きはゆっくりです。ダイビング中に見つけるには、サンゴの表面を注意深く観察しましょう。特にハマサンゴの周辺は彼らの好む生息環境です。写真撮影の際は、その独特な模様とサンゴとのコントラストが魅力的で、マクロレンズで撮影すると細部まで美しく写ります。面白いことに、ヤエヤマギンポは藻類を食べる習性があり、サンゴの上でじっとしているのは餌を探しているからかもしれません。初心者ダイバーでも簡単に見つけられるので、サンゴ礁の浅瀬をゆっくり泳ぎながら探してみてください。
エリグロギンポ,Crossosalarias macrospilus,琉球列島；西部太平洋の熱帯域,サンゴ礁域、礁縁部の15m以浅,7cm,10m,黒い縁取りが目立つ白い体のギンポ。サンゴの根元でじっとしていることが多い。,エリグロギンポは、白い体に黒い縁取りが特徴的な小型のギンポです。体長は約7cmで、サンゴ礁域の浅い場所（10m以浅）に生息しています。主に礁縁部のサンゴや岩の隙間に潜んでおり、じっとしていることが多いため、観察には少し注意が必要です。ダイビング中に見つけるコツは、サンゴの根元や岩陰をゆっくりと観察することです。写真撮影では、黒と白のコントラストがはっきりとした模様が魅力で、自然光でも十分に映えます。豆知識として、学名の「macrospilus」は「大きな斑点」を意味し、体側の黒い斑点に由来しています。初心者ダイバーにも見つけやすく、サンゴ礁の生態系を学ぶのに最適な生物です。
タマカエルウオ,Alticus saliens,伊豆・小笠原諸島、琉球列島；インド・太平洋,岩礁域、岩場などの飛沫帯,7cm,,丸くて大きな目が可愛らしい茶褐色の魚。岩の上をピョンピョン跳ねるように移動します。,タマカエルウオは丸い大きな目と茶褐色の体が特徴の小型魚で、岩場の飛沫帯に生息しています。岩の上をピョンピョンと跳ねるように移動するユニークな行動が観察でき、その姿はまるでカエルのようです。ダイビング中は波打ち際の岩陰や潮だまりを注意深く観察すると見つけることができます。写真撮影では愛嬌ある表情や跳躍の瞬間を狙うと面白いショットが撮れます。実は陸上でも短時間なら生きられるという不思議な習性を持っています。
ヨダレカケ,Andamia tetradactyla,琉球列島；台湾、インドネシア,岩礁域の飛沫帯,,,平たい体に茶褐色のまだら模様が特徴。岩の上を這うように移動します。,ヨダレカケは平たく細長い体形で、茶褐色のまだら模様が岩に溶け込む保護色になっています。主に飛沫帯の岩礁に生息し、波がかかるような潮間帯で観察されます。胸びれが発達しており、岩の表面を這うように移動する姿が特徴的です。ダイビング中に見つけるには、潮が引いた後の岩場を注意深く観察しましょう。撮影時は、波の影響に注意しつつ、ユニークな移動方法や保護色の美しさを捉えると面白い写真が撮れます。和名の「ヨダレカケ」は、岩に張り付く様子が「よだれ」が垂れるように見えることに由来するという説があります。
ヒトスジギンポ,Ecsenius lineatus,伊豆・小笠原諸島、琉球列島；インド・西太平洋,サンゴ礁域の浅所,6cm,5m,白い体に黒い縦線が入った小さな魚。サンゴの周りを素早く泳ぎます。,ヒトスジギンポは白い体に黒い縦線が1本入ったシンプルで美しい模様が特徴の小型魚です。体長は約6cmで、サンゴ礁の浅瀬（水深5m程度）に生息しています。岩やサンゴの隙間を好み、素早く動き回る姿が観察できます。ダイビングでは、サンゴの根元や岩陰を注意深く見ると発見しやすく、近づくとぴゅっと隠れてしまうことも。撮影時はそのコントラストの強い模様が水中で映え、特に自然光が差し込む時間帯がおすすめです。実はこの縞模様、個体によって太さや濃さが異なり、地域差があるとも言われています。
フタイロカエルウオ,Ecsenius bicolor,琉球列島；インド・太平洋,サンゴ礁域の浅所、小さな崖や岩の割れ目,10cm,12m,体の前が茶色、後ろが青のツートンカラー。岩の割れ目にひそむ小型の魚で、目が大きく愛嬌たっぷり。,フタイロカエルウオは、体の前半分が茶褐色、後半分が鮮やかな青という特徴的なツートンカラーが魅力。学名のbicolor（二色）もここに由来します。体長10cmほどの小型魚で、大きな目と丸みを帯びた体型が愛らしく、ダイバーに人気の被写体です。サンゴ礁域の浅瀬、特に小さな崖や岩の割れ目に単独でひそんでおり、近づくと素早く隠れてしまうことがあります。観察にはゆっくりと接近し、岩陰を注意深く探すのがコツ。青と茶のコントラストが水中写真で映えるため、ストロボを使わず自然光で撮影すると色の美しさが引き立ちます。面白い生態として、危険を感じると岩の隙間に逆さまに入り込む習性があります。琉球列島では比較的見つけやすく、初心者ダイバーにもおすすめの観察対象です。
ニラミギンポ,Ecsenius namiyei,南日本の太平洋岸、伊豆諸島；朝鮮半島、西部太平洋の熱帯域,岩礁域やサンゴ礁,10cm,25m,青灰色の体に黒い縞模様が特徴の小さな魚。岩の隙間からひょっこり顔を出すことが多い。,ニラミギンポは青灰色の体に5本の黒い縦縞が入り、目立つ見た目が特徴です。体長は約10cmと小型で、岩礁やサンゴ礁の隙間によく隠れています。ダイビング中は岩の陰や割れ目を注意深く観察すると、ひょっこりと顔を出す姿が見られるでしょう。写真撮影時には、縞模様がはっきりと写るように横からアプローチすると良いです。面白い生態として、縄張り意識が強く、近づくと威嚇するように口を大きく開けることがあります。南日本の太平洋岸や伊豆諸島でよく観察できるため、ダイバーにとっては身近な存在です。
ハナダイギンポ,Ecsenius midas,琉球列島；インド・太平洋,岩礁域やサンゴ礁域,12cm,18m,鮮やかなオレンジ色の体に青い縁取りが目立つ小型魚。岩陰で群れる姿が可愛らしい。,ハナダイギンポは、オレンジ色の体に青い縁取りが美しい12cmほどの小型魚です。岩礁やサンゴ礁の割れ目や岩陰を好み、しばしば小さな群れで見られます。好奇心が強く、ダイバーが近づいても逃げず、じっくり観察できることが多いです。写真撮影では、青い縁取りが水中で輝き、特にストロボを使うとより鮮やかに映えます。面白いことに、この魚は他のハナダイの群れに混ざって泳ぐことがあるため、『群れの偽装者』とも呼ばれます。ダイバーにとっては、岩陰を注意深く探すと見つけやすい魅力的な被写体です。
ゴイシギンポ,Ecsenius oculus,琉球列島；西部太平洋の熱帯域,サンゴ礁域、礁池や礁縁などの浅所,6cm,5m,青白い体に黒い斑点が特徴の小さな魚。サンゴの陰に隠れるように泳ぎます。,ゴイシギンポは、青みがかった白い体に黒い斑点が散在する6cmほどの小型魚です。サンゴ礁の浅瀬や礁池に生息し、サンゴや岩の隙間に身を隠すようにして生活しています。観察時には、サンゴの周囲をゆっくりと泳ぎながら、甲殻類やプランクトンを捕食する姿が見られます。ダイバーが近づくと素早く隠れるため、静かに接近することがポイントです。撮影時は、青白い体と黒い斑点のコントラストが美しく、特に自然光で撮るとその色彩が際立ちます。ゴイシギンポは、琉球列島のサンゴ礁でよく見られる種で、初心者ダイバーにも見つけやすい魚の一つです。
イシガキカエルウオ,Ecsenius yaeyamaensis,八丈島、屋久島、琉球列島；東部インド洋～西部太平洋の熱帯域,サンゴ礁域、礁池や礁縁の浅所,5cm,13m,小さな青い魚で、体に黒い斑点が散らばる。サンゴの根元を素早く泳ぎ回る。,イシガキカエルウオは、体長5cmほどの小さな魚で、鮮やかな青色の体に黒い斑点が散在するのが特徴です。サンゴ礁域の浅所に生息し、礁池や礁縁のサンゴの根元を素早く泳ぎ回ります。観察の際は、サンゴの隙間や岩陰を注意深く見ると、その美しい青色が目を引きます。写真撮影では、自然光が当たる場所で撮ると、青と黒のコントラストが際立ち、水中写真の被写体としても人気です。豆知識として、学名の『yaeyamaensis』は琉球列島の八重山諸島に由来し、地域的に愛される魚の一つです。
ナベカ,Omobranchus elegans,南北海道以南、南日本；朝鮮半島南部、山東半島,岩礁域、潮だまり、オオヘビガイの死殻や岩穴,8cm,1m,体に黒褐色の横帯がある小型のハゼ。岩の隙間や潮だまりでじっとしている姿が見られます。,ナベカは体長8cmほどの小型ハゼで、黒褐色の横帯が特徴的です。岩礁域や潮だまり、オオヘビガイの死殻や岩穴に生息し、じっとしていることが多いです。ダイビングでは、岩の隙間や潮だまりを注意深く観察すると見つかります。写真撮影時は、その地味ながらも独特な模様が魅力で、近づくと素早く逃げることもあります。面白いエピソードとして、潮だまりで観察すると、波に揺られながらも必死に姿勢を保つ姿が愛嬌たっぷりです。
ハタタテギンポ,Petroscirtes mitratus,南日本の太平洋岸、琉球列島；インド・太平洋,サンゴ礁域、礁池内の海草につく,5cm,1m,青白い体に黒い縞模様が特徴の小さな魚。海草の間を素早く泳ぎ回ります。,ハタタテギンポは、青白い体色に黒い縞模様が目立つ、体長約5cmの小さな魚です。サンゴ礁域や礁池内の海草に生息し、海草の間を素早く泳ぎ回る姿が観察できます。特に、潮が引いた浅瀬（深さ1m程度）でよく見られ、ダイバーが近づくと海草に隠れる習性があります。写真撮影では、その繊細な模様と鮮やかな色合いが魅力で、自然光の下で撮ると青と黒のコントラストが美しく映えます。面白いエピソードとして、縄張り意識が強く、近づく他の小魚に対して威嚇行動をとることがあります。初心者ダイバーでも比較的見つけやすく、海草の茂みを注意深く観察すると、その愛らしい姿を楽しむことができます。
ニジギンポ,Petroscirtes breviceps,南日本、伊豆・小笠原諸島、琉球列島；朝鮮半島、インド・西太平洋,岩礁域やサンゴ礁域、浅所の藻場,6cm,20m,青緑色の体に黒い横帯が入る小さな魚。岩陰や海藻の間をすばやく移動します。,ニジギンポは青緑色の体に5〜6本の黒い横帯が特徴的な、最大6cmほどの小さな魚です。岩礁やサンゴ礁の浅場に生息し、海藻や岩の隙間を素早く泳ぎ回ります。ダイビング中に見つけるには、岩陰や海藻の茂みを注意深く観察しましょう。警戒心が強く、近づくとすぐに隠れてしまうため、ゆっくりとアプローチするのがポイントです。写真撮影では、青緑色の体と黒い帯のコントラストが水中でとても映え、自然光でも美しく写ります。面白い生態として、オスは巣を作ってメスを誘い、卵を守る習性があります。ダイバーにとっては、その鮮やかな色彩と愛らしい動きが観察の楽しみです。
フタホシニジギンポ,Petroscirtes springeri,南日本の太平洋岸；台湾,岩礁域,9cm,24m,体に2つの黒い斑点がある小さな魚。岩の隙間を素早く泳ぎ回ります。,フタホシニジギンポは、体の側面に2つの黒い斑点が特徴的な小型のギンポの仲間です。体色は淡い緑色から茶色で、環境に合わせて変化します。岩礁域の割れ目や小さな穴を好み、素早く動き回る姿が観察できます。ダイビングでは、岩の陰やサンゴの根元を注意深く探すと見つかることが多いです。写真撮影では、ユニークな斑点模様と小さな体のコントラストが魅力で、近づくとピタリと止まる瞬間を狙うと良いでしょう。学名のPetroscirtesは「岩の庭師」を意味し、岩場での生活に適応した生態を表しています。
ヒゲニジギンポ,Meiacanthus grammistes,南日本の太平洋岸、琉球列島；西部太平洋の熱帯域,岩礁域やサンゴ礁域、礁池内など浅所,8cm,10m,青白い体に黒い縦じまが目立つ小さな魚。岩陰にひそむ姿が特徴的です。,ヒゲニジギンポは、青みがかった白い体に3本の黒い縦じまがはっきりと入った、8cmほどの小型の魚です。岩礁やサンゴ礁の浅い場所に生息し、岩の割れ目や穴に身をひそめる習性があります。ダイビング中に見つけるには、岩陰をじっくりと観察しましょう。警戒心が強く、近づくと素早く逃げてしまうので、ゆっくりとアプローチするのがコツです。鮮やかな縞模様は写真映えも良く、水中写真の被写体としても人気があります。面白いことに、ヒゲニジギンポは他の魚に擬態して身を守ることも知られており、ダイバーにとっては観察の楽しみが広がる魚です。
カモハラギンポ,Meiacanthus kamoharai,南日本の太平洋岸、伊豆諸島、琉球列島岩礁域やサンゴ礁域,岩礁域やサンゴ礁域、礁池内など浅所,7cm,12m,青白い体に黒いラインが目立つ小さな魚。サンゴの間を素早く泳ぎます。,カモハラギンポは、青みがかった白い体に頭から尾びれにかけて太い黒い縦帯が入るのが特徴です。体長は約7cmと小さく、サンゴ礁や岩礁の浅所（水深12m以浅）に生息しています。普段はサンゴや岩の隙間に隠れていますが、エサを探す時は活発に泳ぎ回ります。ダイバーが近づくと素早く逃げるので、ゆっくりと観察するのがポイントです。写真撮影では青と黒のコントラストが美しく、特に自然光で撮るとその色合いが際立ちます。豆知識として、学名の「kamoharai」は日本の魚類学者・釜洞良一に由来しています。
サツキギンポ,Meiacanthus ditrema,琉球列島；東部インド洋～中・西部太平洋の熱帯域,サンゴ礁域、内湾のサンゴ周辺,5cm,9m,青と黄色のストライプが目立つ小さな魚。サンゴの周りを素早く泳ぎます。,サツキギンポは、鮮やかな青と黄色の縞模様が特徴的な小型の魚で、体長は約5cmととても小さいです。琉球列島や熱帯太平洋のサンゴ礁域に生息し、特に内湾のサンゴ周辺でよく見られます。素早く泳ぎ回るため、観察には少し注意が必要です。ダイビング中は、サンゴの隙間や岩陰をチェックすると発見しやすいです。写真撮影では、そのカラフルな体色が水中で非常に映え、マクロレンズで撮ると細かい模様まで楽しめます。面白い生態として、他の魚に擬態して身を守ると言われており、ダイバーにとっては観察の楽しみが広がる魚です。
オウゴンニジギンポ,Meiacanthus atrodorsalis,南日本の太平洋岸、八丈島、琉球列島；ハワイ諸島を除く中・西部太平洋の熱帯域,サンゴ礁域、礁池内など浅所,7cm,15m,鮮やかな黄色と黒のストライプが特徴の小さな魚。サンゴ礁の隙間を素早く泳ぎます。,オウゴンニジギンポは、鮮やかな黄色と黒のストライプ模様が目を引く小型の魚です。体長は約7cmで、サンゴ礁や礁池の浅い場所（最大15m）に生息しています。特徴的なのは、背中の黒いラインと、尾びれの付け根にある目立つ黒斑です。素早く泳ぎ回り、サンゴの隙間や岩陰に隠れる習性があります。ダイビングでは、サンゴ礁の周辺を注意深く観察すると、群れで泳ぐ姿が見られることがあります。写真撮影では、黄色と黒のコントラストが水中で非常に映え、被写体として人気です。豆知識として、学名の「atrodorsalis」は「黒い背中」を意味し、その姿をよく表しています。初心者ダイバーでも比較的見つけやすく、南日本の海で出会える魅力的な生物の一つです。
ニセクロスジギンポ,Aspidontus taeniatus taeniatus,南日本の太平洋岸、八丈島、琉球列島；東部インド洋～中・西部太平洋の熱帯域,岩礁域やサンゴ礁域、磯池など,9cm,15m,細長い体に黒い縦縞が目立つ小型魚。岩陰に隠れる習性があり、素早く泳ぎ回ります。,ニセクロスジギンポは、細長い体に黒い縦縞が特徴的な小型魚で、体長は約9cmです。南日本の太平洋岸や琉球列島、さらにはインド洋～中・西部太平洋の熱帯域に分布し、岩礁域やサンゴ礁域、磯池などで見られます。岩陰に隠れる習性があり、素早く泳ぎ回るため、観察には注意が必要です。ダイバーにとっては、その縞模様と敏捷な動きが撮影の魅力で、岩の隙間やサンゴの陰を探すと見つけやすいです。興味深いことに、この魚は他の魚に擬態して身を守ることも知られています。
ウバウオ,Aspasma minima,青森県以南、南日本の太平洋岸、伊豆大島、琉球列島,岩礁域、浅所の石の陰や岩の割れ目、海藻の上,5cm,4m,小さな体に吸盤状の腹ビレを持つ茶褐色の魚。岩や海藻に張り付く姿がユニークです。,ウバウオは最大5cmほどの小型魚で、茶褐色の地色に不規則な斑模様が特徴です。吸盤状に変化した腹ビレで岩や海藻にしっかりと張り付き、波に流されないようにしています。浅い岩礁域の石の陰や岩の割れ目、海藻の上でじっとしていることが多く、動きはゆっくりです。ダイビング中は岩肌や海藻を注意深く観察すると見つけられます。写真撮影時は吸盤でくっつく姿や、ぽってりとした体形が可愛らしく、マクロレンズで撮ると表情豊かな表情が捉えられます。ウバウオは「姥魚」と書き、吸盤でくっつく様子が姥（おばあさん）がしがみつく姿に例えられたという説があります。
ミサキウバウオ,Lepadichthys frenatus,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；朝鮮半島、西部太平洋の温帯・熱帯域,岩礁域やサンゴ礁域、潮だまりや6m以浅の岩礁,5cm,5m,小さな赤褐色の魚で、岩に張り付くようにしてじっとしています。頭部に特徴的なヒゲ状の突起があります。,ミサキウバウオは体長5cmほどの小さな魚で、赤褐色の体色と頭部に生えたヒゲ状の突起が特徴です。岩やサンゴに吸盤状の腹びれでしっかりと張り付き、ほとんど動かないことが多いです。浅い岩礁域や潮だまりで観察でき、特に伊豆や沖縄のダイビングスポットで見かけられます。撮影時はそのユニークな姿と色彩が引き立ち、マクロレンズでの接写がおすすめです。実はこの魚、他の魚の寄生虫を食べる「クリーナー」としての役割も持つ面白い生態を持っています。
ホソウバウオ,Pherallodus indicus,南日本の太平洋岸、八丈島、琉球列島；中・西部太平洋の熱帯域,岩礁域、ウニ類の周辺の岩場,4cm,9m,小さな体に白と茶色のまだら模様が特徴。ウニの周りでじっとしていることが多い。,ホソウバウオは体長4cmほどの小さな魚で、白と茶色のまだら模様が特徴。ウニの周りの岩場に潜むように生息し、じっとしていることが多いため見つけにくいが、ウニのトゲの間をスルリと泳ぐ姿は可愛らしい。撮影時はウニとの共生関係に注目すると面白い。実はウニのトゲを利用して外敵から身を守る習性があり、ダイバーにとっては隠れた観察ポイントとして人気。
イッポンテグリ,Dactylopus dactylопus,駿河湾、琉球列島；東部インド洋～西部太平洋の熱帯域,砂底や砂泥底、サンゴ礁域や岩礁域,14cm,15m,体が細長く、青白い縞模様が特徴の魚。砂底でじっとしていることが多いです。,イッポンテグリは、細長い円筒形の体と青白い縞模様が目を引くユニークな魚です。砂底や砂泥底に生息し、体をくねらせながら泳ぐ姿が特徴的。主に甲殻類や小さな魚を捕食します。ダイビング中は、砂地の開けたエリアを注意深く観察すると見つけることができます。写真撮影では、その独特の模様と動きが魅力的で、背景の砂地と対比させるとより印象的なショットが撮れます。イッポンテグリは、その姿が槍（やり）に似ていることから和名が付けられたと言われています。ダイバーにとっては、砂地の生態系を代表する興味深い生物の一つです。
コブヌメリ,Diplogrammus xenicus,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；南緯30度付近のオーストラリア西岸と東岸,岩礁域やサンゴ礁域、砂底や砂礫底,10cm,10m,茶褐色の体に白い斑点が散らばる小型のハゼ。砂底でじっとしていることが多く、目立たないが愛嬌のある顔つき。,コブヌメリは茶褐色の地肌に不規則な白い斑点が散りばめられた、10cmほどの小型ハゼです。丸みを帯びた頭部と大きな目が特徴で、砂底や砂礫底にぴったりと張り付くように静止しています。ダイビング中は、砂地の岩陰やサンゴの根元を注意深く観察すると、じっとしている姿が見つかります。警戒心が強く、近づくとサッと砂に潜ることも。撮影時は背景とのコントラストを活かすと、その控えめな模様が引き立ちます。実はオスが卵を守る習性があり、子煩悩な一面も。地味ながらも愛嬌たっぷりの表情がダイバーに人気です。
ミナミコブヌメリ,Diplogrammus goramensis,八丈島、琉球列島；中・西部太平洋の熱帯域,サンゴ礁域、礁池内など水深15m以浅,8cm,23m,茶褐色の体に白い斑点が散らばる小さなハゼ。サンゴ礁の砂地でじっとしていることが多い。,ミナミコブヌメリは、茶褐色の体に不規則な白い斑点が散在し、背びれが大きく広がるのが特徴のハゼの一種です。体長は最大で8cm程度と小型で、サンゴ礁域や礁池内の砂地に生息し、じっとしていることが多いです。ダイビングでは、砂地やサンゴの根元を注意深く観察すると見つけることができます。写真撮影では、そのユニークな模様と小さな体が魅力的で、マクロレンズでの接写に最適です。面白いエピソードとして、危険を感じると砂に潜る習性があり、ダイバーが近づくと素早く隠れてしまうことがあります。初心者ダイバーでも比較的見つけやすく、観察の楽しみが広がる生物です。
ニシキテグリ,Pterosynchiropus splendidus,琉球列島；東部インド洋〜中・西部太平洋の熱帯域,サンゴ礁域、内湾的な環境の浅所に群生するサンゴの枝間,6cm,5m,青とオレンジの鮮やかな縞模様が特徴の小さな魚。サンゴの枝の間をゆらゆら泳ぎます。,ニシキテグリは、青とオレンジのコントラストが美しい体色が特徴の小型魚で、体長は約6cmほどです。サンゴ礁の浅い水域（5m前後）に生息し、特に枝状サンゴの間をゆらゆらと泳ぐ姿が観察されます。ダイビングでは、サンゴの枝の間を注意深く探すと見つかることが多く、群れでいることもあります。写真撮影の際は、鮮やかな体色が水中で映えるため、ストロボを使うとより美しく写ります。面白いことに、オスは求愛時にヒレを広げてダンスのような行動をとることが知られており、ダイバーにも人気の被写体です。初心者にも見つけやすく、南の海の魅力を存分に感じさせてくれる生物です。
タンザクテグリ,Anaora tentaculata,八重山諸島；中・西部太平洋の熱帯域,サンゴ礁域、礁池内の藻場,5cm,3m,小さなテグリの仲間で、青緑色の体に白い斑点が特徴。藻場をゆらゆらと泳ぎます。,タンザクテグリは体長5cmほどの小さなテグリの仲間で、青緑色の体に白い斑点が散在する美しい姿が特徴です。サンゴ礁域や礁池内の藻場に生息し、海藻の間をゆらゆらと優雅に泳ぎます。ダイビング中は藻場の周辺を注意深く観察すると、小さな群れで移動している様子が見られることがあります。撮影時はその繊細な色合いと模様が水中でとても映え、マクロレンズで捉えるとさらに魅力が引き立ちます。豆知識として、学名の「tentaculata」は「触手のような」という意味で、ヒレの形状に由来しています。初心者ダイバーにも見つけやすく、観察の楽しさを教えてくれる可愛らしい魚です。
