id,name,scientific_name,distribution,habitat,size,depth_range,description
12154,トサウデボソコウイカ,Doratosepion tosaense,駿河湾、土佐湾、東シナ海,砂泥底、通常は水深90～170m,外套長約9cm,90-170m,水深100m前後の深場に生息するコウイカの仲間。細長い体型をしています。生息深度が深いため、通常のダイビングで観察することは困難です。底引き網などで漁獲されることがあります。生態についてはまだ詳しくわかっていません。
4191,トサカハゼ,Cristatogobius lophius,屋久島、奄美大島、加計呂麻島、宮古島、石垣島、西表島；西部太平洋,河川の河口域・内湾の湾奥、泥底や軟泥底に穴を掘り単独で生息、生息水深1-10m,全長約5cm,8m,内湾の泥底に生息するハゼの仲間。成熟した雄の頭部には、ニワトリのトサカのような大きな皮弁ができるのが名前の由来です。この皮弁を広げて、雌にアピールします。普段は巣穴から顔だけを出していることが多く、観察には粘り強さが必要です。
16019,トックリイカ,Grimalditeuthis bonplandi,北大西洋の熱帯～亜熱帯域および北太平洋の温～熱帯域,外洋の中・深層,全長約25cm,700m~,主に中層から深層に生息する珍しいイカの仲間。徳利（とっくり）のような独特の体型をしています。触腕の先端が疑似餌のようになっており、これを揺らして獲物をおびき寄せると考えられています。ダイバーが遭遇することはまずない、謎に包まれた深海のイカです。
15076,トビイカ,Sthenoteuthis oualaniensis,全世界の熱帯～亜熱帯の外洋域,外洋域の表層～亜表層。遊泳性,外套長約65cm,0-200m,外洋の表層を高速で泳ぐ大型のイカの仲間。筋肉質で力強い泳ぎが特徴で、時には海面からジャンプして滑空することから「トビイカ」と呼ばれます。夜間、船の灯りやダイバーのライトに集まってくることがあり、ナイトダイビングで迫力ある姿を観察できる可能性があります。
5872,トビハゼ,Periophthalmus modestus,東京湾〜種子島、沖縄島、瀬戸内海、有明海；渤海、黄海、東・南シナ海、台湾,内湾の湾奥や河川の河口域の泥干潟。冬は底の穴ですごし、他の季節は干出時に干潟上で活動し、岸辺に這い上がり休息する,全長約10cm,0m,干潟や河口域の泥の上で生活する、魚類でありながら陸上行動に適応したユニークな魚。胸ビレを腕のように使って這い回り、ジャンプも得意です。皮膚呼吸も行うため、長時間水から出て活動できます。ダイビングでの観察対象ではなく、干潟でその愛らしい姿を探すのが一般的です。
4371,トラノコイソハゼ,Eviota lachdebris,八丈島、沖縄諸島、石垣島、西表島；中・西部太平洋,内湾の湾口、岩礁性海岸、サンゴ礁域の礁外縁。波当たりや潮通しの良い場所。生息水深3-8m,全長約2.5cm,6m,サンゴ礁の岩陰やガレ場に生息する小型のハゼ。透明感のある体に、虎の子を思わせる数本のオレンジ色の横縞が入るのが特徴です。臆病な性質で、物陰に隠れていることが多いため、岩の隙間やサンゴの根本などを注意深く探すと見つかります。動きは素早く、すぐに隠れてしまいます。
11899,トラフコウイカ,Sepia pharaonis,紀伊半島以南、インド太平洋熱帯域、アラビア湾、紅海の浅海域,砂礫底、転石帯、サンゴ帯などの浅海域,外套長約30cm,10~40m,サンゴ礁域や砂地に生息する大型のコウイカ。体表にある虎斑（とらふ）模様が名前の由来で、この模様を複雑に変化させてコミュニケーションや擬態を行います。春から初夏にかけての繁殖期には、浅瀬で雄同士が激しく争ったり、ペアで行動したりするダイナミックな姿が観察できます。
14412,ドンコ,Odontobutis obscura,日本固有：新潟県・愛知県以西の本州、四国、九州；韓国巨済島,河川中流域から渓流域下部の淵、礫底・砂底,全長約20cm,0.6m,河川の中流域から下流域、湖沼などに生息する純淡水性の魚。ハゼに似ていますが、腹ビレは吸盤状ではありません。夜行性で、日中は石の下や物陰に隠れています。肉食性で、大きな口で小魚や水生昆虫を捕食します。海でのダイビングで見ることはありません。
2360,ナカモトイロワケハゼ,Lubricogobius exiguus,沖縄島、石垣島；パプアニューギニア,サンゴ礁域のドロップオフ下、砂底の空貝・小石・空ビンの中、生息水深35m以深,全長約2.5cm,51m,やや深場の砂泥底に生息する、鮮やかな体色が美しいハゼの仲間。白と黄色の明瞭なツートンカラーが特徴です。空き瓶や空き缶、二枚貝の死殻などを巣として利用することが多く、ペアで入っている姿がよく観察されます。ダイバーに人気ですが、生息水深がやや深いことが多いです。
2470,ナガセハゼ,Oxyurichthys japonicus,和歌山県、高知県、沖縄島、西表島；フィリピン,内湾の湾奥に生息する。波静かで濁りのあるところを好み、泥底や軟泥底に見られる。生息水深は2-36m。,全長約10cm,2m,内湾の砂泥底に生息するハゼの仲間。体は細長く、尾ビレの後端が尖っているのが特徴です。泥底に自分で掘った巣穴の近くに定位し、あまり遠くへは離れません。警戒心が強く、危険を感じると素早く巣穴に逃げ込みます。地味な体色で砂泥に紛れており、見つけるには目が慣れる必要があります。
17209,ナガノゴリ,Tridentiger kuroiwae,日本固有：種子島、屋久島、琉球列島,河川の感潮域最上流、中流域、渓流域などの淡水域、淵などの流れの緩やかなところの礫底,全長約10cm,0.3m,主に河川の汽水域に生息するハゼの仲間。チチブやヌマチチブによく似ていますが、尾ビレの付け根にある黒い斑紋がW字型に見えることで区別できます。岩の下や護岸の隙間などに潜んでいます。海でのダイビングで観察されることは稀です。
10370,ナギサアナダコ,Octopus sp.,沖縄島、琉球列島,サンゴ礁域潮間帯付近の岩礁底,外套長約3cm,10m,潮間帯から浅い岩礁域に生息する、非常に小型のタコの仲間。体表に多くの突起があり、複雑な岩場の環境に巧みに擬態します。岩の隙間や転石の下などに隠れているため、見つけるのは容易ではありません。タイドプール（潮だまり）の観察などで出会えることがあります。
5290,ナミハゼ,Mugilogobius abei,宮城県・富山湾～種子島、瀬戸内海、隠岐、対馬、朝鮮半島、渤海、黄海、東シナ海、台湾,河川の河口域、汽水性湿原、細流。マングローブ林や汽水性湿原の泥底の枯れ葉や枝の多い濁った水溜まり,全長約4cm,0-2m,河口や内湾などの汽水域に生息する小型のハゼ。泥底や砂泥底を好み、転石やカキ殻などの物陰に潜んでいます。体色は地味な褐色で、環境に溶け込んでいます。よく似た種類が多く、同定は難しいです。海でのダイビングで目にする機会は少ないです。
5303,ナメラハゼ,Callogobius okinawae,琉球列島；中・西部太平洋,内湾の湾奥、サンゴ礁域の礁池・礁原。ビーチロックのタイドプールや岸寄りの砂底の死サンゴ片・死サンゴ塊の下。生息水深1.5m以浅,全長約8cm,0.5m,サンゴ礁域の潮だまりや、浅い岩礁の転石の下に生息するハゼの仲間。体表が多量の粘液で覆われており、「滑ら（なめら）」なことが名前の由来です。警戒心が非常に強く、物音や気配を察すると瞬時に隠れてしまうため、観察には静かなアプローチが求められます。
17940,ナンヨウホタタレイカ,Abraliopsis sp.,相模湾以南、インド西太平洋の陸棚沿いに広く分布,外洋域の亜表層～中層,外套長約5cm,0-50m（主に夜間）,外洋の表層から中層に生息するホタルイカモドキ科の小型のイカ。腕の先端などに複数の発光器を持ち、光でコミュニケーションや威嚇を行うと考えられています。日中は深場にいますが、夜間に表層へ浮上してきます。ナイトダイビングでライトに集まってくることがあります。
2304,ナンヨウボウズハゼ,Sicyopterus macrostetholepis,小笠原諸島、静岡県、高知県、宮崎県、鹿児島県、種子島、屋久島、琉球列島；台湾、グァム、パラオ,河川の中流域や渓流域。流れの緩やかなところを好み、淵や平瀬の転石上に見られ、中層を泳いで移動する。,全長約5cm,0.2~0.3m,河川に生息するボウズハゼの仲間。大きな吸盤状の口で、岩に付着した藻類を削り取るようにして食べます。稚魚は海で成長し、川を遡上する両側回遊性の魚です。急な滝を登る能力も持っています。海でのダイビングで成魚を見ることはありません。
4892,ナンヨウミドリハゼ,Eviota prasina,小笠原諸島、八丈島、伊豆半島、和歌山県、徳島県、高知県、種子島、琉球列島； インド・太平洋,内湾、サンゴ礁域の礁池。タイドプール、ガレ場の死サンゴ片や死サンゴ塊の隙間。生息水深6m以浅,全長約3.5cm,0.3m,サンゴ礁の浅場に生息するごく普通の小型ハゼ。緑がかった半透明の体で、内臓や骨が透けて見えます。ミドリイシなど枝状サンゴの根本付近で、数匹の群れでホバリングしている姿がよく見られます。危険を感じると一斉にサンゴの枝の間に隠れます。
3922,ニクハゼ,Gymnogobius heptacanthus,北海道の太平洋・日本海側～九州、瀬戸内海、対馬；沿海州、朝鮮半島、渤海、黄海,内湾から河川汽水域；泥底や砂泥底の中層を群がりで浮遊,全長約7cm,1m,内湾や河口の汽水域に生息するハゼの仲間。肉食性が強く、自分より小さな魚や甲殻類を捕食することから「肉ハゼ」の名がつきました。砂泥底の石の下や、捨てられた缶の中などに潜んでいます。繁殖期の雄は黒い婚姻色になり、巣を守ります。
2338,ニセクロスジイソハゼ,Eviota ocellifer,奄美大島、沖縄諸島、西表島、中・西部太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面、ガレ場。生息水深5-20m,全長約2.5cm,6m,サンゴ礁域に生息するごく小型のハゼの仲間。よく似たクロスジイソハゼとの違いは、尾ビレの付け根にある黒い斑点が、本種はきれいな円形である点です。枝サンゴの周辺をちょこまかと泳ぎ回り、観察していると目が離せなくなる可愛らしさがあります。
4006,ニセシラヌイハゼ,Silhouettea sp.A,奄美大島、慶良間諸島、石垣島、西表島,河川の河口、細砂底に単独で生息,全長約3cm,0.3m,内湾の砂地に生息する、体が半透明で色素が少ないハゼの仲間。大きな目が特徴です。夜行性で、日中は砂の中に潜って姿を隠しているため、ダイバーが見る機会はほとんどありません。ナイトダイビングで砂地を注意深く探すと、砂の上に出てきている姿を見つけられることがあります。
4860,ニセツムギハゼ,Acentrogobius audax,宮古島、石垣島、西表島；インド・西太平洋,河川の河口や河口域の開けた水域、泥底や砂泥底,全長約5cm,1m,河口域やマングローブ帯などの汽水域に生息するハゼの仲間。毒を持つツムギハゼによく似ていますが、本種は無毒とされています。頬に青い斑点が散在し、体側に不明瞭な暗色斑が並ぶことで区別できます。泥底の石の下やカキ殻の間に隠れています。
5048,ニラミハゼ,Redigobius bikolanus barbarus,日本固有：青森県～宮崎県、有明海、瀬戸内海,遠浅の砂泥海岸の沖、水深5-7mのかけあがり,全長約5cm,7m,河口の汽水域に生息する小型のハゼ。普段は地味な体色ですが、繁殖期の雄は体全体が黒くなり、顎の下が黄色くなる美しい婚姻色を呈します。この姿で縄張りを主張し、他の雄を「睨む」ように威嚇することからこの名がつきました。転石の下や護岸の隙間などで見られます。
12360,ヌマチチブ,Tridentiger brevispinis,北海道、本州、四国、九州、壱岐、対馬；サハリン、朝鮮半島、中国,河川の下流域から中流域、汽水域、淵などの流れの緩やかなところの礫底,全長約15cm,1m,河川の淡水域から汽水域にかけて広く生息するハゼの仲間。ずんぐりとした体型が特徴で、ハゼ釣りなどでもよく知られています。腹ビレは吸盤状で、流れのある場所でも石に張り付くことができます。海でのダイビングで出会うことはほとんどありません。
2475,ノボリハゼ,Oligolepis acutipennis,千葉県、静岡県、和歌山県、高知県、宮崎県、鹿児島県、五島列島、種子島、琉球列島；インド・西太平洋,河川の感潮域下部、汽水性湿原、細流の淡水域、泥底の穴に単独で見られる,全長約12cm,15m,河口域や内湾の泥底に生息するハゼの仲間。雄の第1背ビレが非常に高く、帆のように伸びることが名前の由来です。この大きな背ビレを広げたり閉じたりする行動が見られます。普段は巣穴の近くにいますが、驚くと泥煙を上げて逃げます。
2437,ハゴロモハゼ,Luciogobius waitei,奄美大島、沖縄島、石垣島、西表島；西部太平洋,河川の河口域、軟泥底・泥底・砂泥底でテッポウエビ類と共生、巣穴上でホバリング、水深2m以浅,全長約7cm,2m,潮間帯の転石の下や、岩の隙間に生息する細長い体型のハゼ。体は半透明で、ウナギのようにニョロニョロと素早く動きます。普段は物陰に隠れているため、見つけるには石をめくってみる必要があります。観察後は、生き物のために必ず石を元に戻しましょう。
5552,ハシブトウミタケハゼ,Pleurosicya prognatha,紀伊半島、奄美大島、慶良間諸島、石垣島、西表島；インド・太平洋,内湾の中程から湾奥、サンゴ礁域の礁池・礁湖。ミドリイシ属のサンゴに単独かペアで着生。生息水深2-15m,全長約2cm,2-15m,カイメンやホヤなどの表面に生息する、透明な体の小型ハゼ。下顎が上顎より前に突き出た、太い「嘴（はし）」のような口が特徴です。宿主となる生物の上でじっとしており、保護色で見つけにくいですが、一度見つけると観察しやすいです。宿主から離れることはほとんどありません。
5451,ハスジマハゼ,Cryptocentrus insignitus,沖縄島、久米島、宮古島、石垣島、西表島、与那国島；中・西部太平洋,河川の河口付近の海岸から河口域、瓦礫や死サンゴ片混じりの砂泥底に穴を掘り単独で見られる。生息水深2m以浅,全長約9cm,1m,河口域や内湾の砂泥底に生息するハゼの仲間。テッポウエビ類と共生することが知られています。体側に数本の斜めに入る暗色帯があり、これが「斜め縞（はすじま）」の由来です。巣穴の近くにいることが多いですが、警戒心は強く、観察には静かなアプローチが必要です。
5935,ハラマキハゼ,Psilogobius prolatus,紀伊半島、奄美大島、沖縄諸島、石垣島、西表島；インド・西太平洋,内湾の湾奥、砂泥底でテッポウエビ類と共生、生息水深1-20m,全長約4cm,2m,細長い体をしたハゼの仲間で、腹部に黒い帯模様があるのが「腹巻き」の名の由来。内湾の砂泥底に生息し、テッポウエビ類と共生する。巣穴の入り口でホバリングしながら見張りをし、危険を察知するとエビと共に素早く巣穴へ隠れる。観察する際は、巣穴から少し離れた場所で静かに待ち、エビが砂を運び出す様子や、ハゼとの連携を観察するのが面白い。
17941,ハリイカ,Sepia madokai,房総半島、日本海中部以南、東シナ海、中国、ベトナム沿岸,水深10〜150mの砂底、砂泥底,外套長約10cm,150m,体内に石灰質の甲を持つコウイカの仲間。周囲の環境に合わせて体色や模様を瞬時に変化させる擬態の達人。砂地や岩礁域に生息し、日中は砂に潜って目だけを出していることもある。ダイバーが近づくと、警戒して体を広げたり、鮮やかな模様を浮かび上がらせたりする。繁殖期にはオス同士がメスをめぐって争う姿が見られることもある。
17942,ヒカリダンゴイカ,Heteroteuthis hawaiiensis,常磐沖,陸棚縁辺の表・中層、浮遊性,外套長約2cm,1000m,小型のイカの仲間で、体表に多数の発光器を持つ。刺激を受けると外套膜から粘液性の発光物質を放出して敵の目をくらます。主に深海に生息するため、通常のスキューバダイビングで観察することは極めて稀。夜間に表層近くまで浮上してくることがあり、ナイトダイビングなどで浮遊している姿が稀に観察されることがある。
13551,ヒゲナガダコ,Cirroteuthis muelleri,北極圏を含む全世界の深海域,2430〜4850mの大深海域の近底層,体長約100cm,2430~4850m,耳のようなヒレを持つ、いわゆるメンダコの近縁種。各腕に並ぶ吸盤の両側に、感覚器官とされる長い毛（肉質突起）が列をなして生えているのが「ヒゲナガ」の由来。水深数千メートルの深海に生息しており、海底近くを遊泳して生活する。スキューバダイビングで出会うことはなく、深海探査艇などでのみ観察される生物。
2370,ヒゲモジャハゼ,Barbuligobius sp. A,沖縄島、西表島,内湾の砂底、生息水深5m以浅,全長約2.5cm,4m,下顎に多数の皮弁があり、それが「ヒゲモジャ」に見えることが名前の由来となっている小型のハゼ。サンゴ礁域のガレ場や死サンゴの下、岩の隙間などに隠れて生息する。非常に臆病で警戒心が強いため、観察するには物陰に隠れてじっと動かずに待つか、岩などをゆっくりとめくって探す必要がある。見つけてもすぐに隠れてしまうことが多い。
17943,ヒトスジコバンハゼ,Gobiodon sp. D,紀伊半島、高知県、沖縄島、八重山諸島,サンゴ礁域の礁外縁、潮通しの良い場所、ミドリイシ科テーブル状サンゴの枝間,全長約3cm,8m,サンゴ礁に生息する小型のハゼの仲間。体側に目の高さで吻から尾鰭付け根まで続く一本の黒い縦縞が特徴。枝状のミドリイシサンゴの間に単独またはペアで生息している。サンゴのポリプを食べると考えられている。観察するには、生息場所となるサンゴの枝の間を注意深く探す必要がある。似た種も多いが、体側の黒い一本線で見分けることができる。
6020,ヒトミハゼ,Pseuaopsis biocellata,高知県、宮崎県、鹿児島県、種子島、琉球列島；インド・太平洋,河川の河口から感潮域下部にかけての汽水域、河口域やマングローブ林の泥底,全長約8cm,0.3m,泥底に生息するハゼの仲間で、背ビレに目玉のような大きな黒い斑点（眼状斑）があるのが特徴。テッポウエビと共生し、巣穴の近くで見られる。巣穴は泥でできているため非常に崩れやすく、ダイバーのフィンキックなどで簡単に壊れてしまう。観察の際は、巻き上げた泥が巣穴を埋めてしまわないよう、中性浮力を保ち、底から距離をとって静かに見守ることが重要。
4644,ヒナハゼ,Redigobius bikolanus,神奈川県～西表島、兵庫県の日本海側、隠岐、対馬、五島列島；インド・太平洋,河川の感潮域直上の淡水域、細流の淡水域、水田地帯、水が淀み枯れ葉が堆積した場所や草の下,全長約4cm,0.3m,河川の河口部など、淡水と海水が混じりあう汽水域に生息する小型のハゼ。石の下やカキ殻の間などに隠れていることが多い。オスの婚姻色は非常に美しく、体全体が鮮やかなオレンジ色に染まり、各ヒレも色鮮やかになる。潮が引いたタイドプールなどで見つけやすい。非常に身近な環境にいるが、小さく隠れているため見過ごされがち。
2381,ヒメカザリハゼ,Amblyeleotris diagonalis,伊豆半島、沖縄諸島～西表島；インド・太平洋,河川の河口、死サンゴ片混じりの砂底、生息水深2m以浅,全長約5cm,1m,砂地に生息する共生ハゼの仲間。体側に斜め後方に向かう数本の褐色の縞模様があるのが特徴。テッポウエビ類と共生し、巣穴の近くで見張りをしている。他の共生ハゼに比べて比較的浅い水深の、サンゴ礁内の砂地などで見られることが多い。ダイバー慣れしている個体もいるが、基本的には警戒心が強いので、ゆっくりと近づくのが観察のコツ。
3422,ヒメコウイカ,Doratosepion kobiensis,房総半島から南シナ海,砂泥底,外套長約7cm,10~100m,沿岸の砂泥底に生息する小型のコウイカの仲間。他のコウイカ類と同様に体色を変化させることができるが、興奮すると特徴的な縞模様や斑点を浮かび上がらせる。夜行性で、日中は砂に潜って休んでいることが多い。ナイトダイビングでは、海底近くを泳ぎながらエビやカニなどの小型甲殻類を捕食する活発な姿を観察できる。
4562,ヒメサツキハゼ,Parioglossus sinaloae,西表島；西部太平洋,河川の河口域のマングローブ林、ヒルギの根元の中層付近,全長約3cm,0.5m,河口域やマングローブ帯などの汽水域に生息する小型のハゼ。細長い体で、遊泳性が高く、水面直下を群れで泳いでいることが多い。動物プランクトンなどを捕食する。危険を感じると一斉に散らばるように逃げる。潮が満ちてきた時間帯のマングローブの根元や、河口の水面近くを探すと、群れで定位している様子を見ることができる。
5373,ヒメサルハゼ,Oxyurichthys sp. C,石垣島、西表島,内湾の湾奥、砂泥底、生息水深約6m,全長約6cm,6m,砂泥底に生息するハゼの仲間で、ややずんぐりした体型をしている。口で砂を含み、エラから砂だけを出すことで、砂の中の微生物や有機物をこしとって食べる。この行動は「マッドイーティング」と呼ばれる。単独またはペアで見られ、巣穴を掘って生活する。観察の際は、砂を巻き上げないように注意し、食事行動をじっくり見守るのが良い。
17766,ヒメジンドウイカ,Loliolus beka japonica,伊勢湾、瀬戸内海、日本海西部、黄海、渤海、中国沿岸、東南アジア沿岸域全域、インド東岸,沿岸の砂泥域、夏季には水深10m以浅まで浮上してくる,外套長約12cm,10m,沿岸の浅い海に生息する小型のイカの仲間。胴体のヒレが比較的小さく、菱形をしているのが特徴。夜行性で、日中は砂泥底に潜っていることが多いが、夜になると活発に泳ぎ回り、小魚や甲殻類を捕食する。春から初夏にかけて産卵のために内湾のアマモ場などに集まるため、その時期にはナイトダイビングで観察しやすくなる。
13180,ヒメダンゴイカ,Euprymna morsei,房総半島以南、沖縄、台湾、フィリピン北部、南シナ海,浅海の砂底〜砂礫底域、比較的潮通しのいい環境,外套長約2cm,10m,浅い海の砂地に生息する小型のイカで、丸っこい体が団子のように見えることからこの名がついた。夜行性で、日中は砂に潜って目だけを出している。危険を感じると、砂に潜るだけでなく、外套膜から発光する粘液を噴射して敵の目をくらます。ナイトダイビングで海底をライトで照らすと、ちょこまかと歩くように移動する可愛らしい姿が見られる。
5551,ヒメハゼ,Favonigobius gymnauchen,北海道の太平洋・日本海側〜西表島、瀬戸内海；朝鮮半島、渤海、黄海、東・南シナ海、台湾、西部太平洋,内湾や河川の河口域、砂底や砂泥底、生息水深1〜10m,全長約9cm,2m,内湾の砂泥底や河口の汽水域に生息するハゼ。オスの第一背ビレは糸状に長く伸び、繁殖期にはこれを広げてメスにアピールする。巣穴を掘って生活するが、テッポウエビとは共生しない。泥底にいるため、ダイバーがフィンで泥を巻き上げると観察が困難になる。中性浮力を保ち、海底から少し浮いた状態で静かに観察するのが望ましい。
2452,ヒメホシハゼ,Asterropteryx semipunctata,奄美大島、沖縄諸島、石垣島、西表島；インド・太平洋,内湾の中程から湾奥、サンゴ礁域の礁斜面。死サンゴ片混じりの砂泥底やガレ場に単独で見られる。生息水深3-25m。,全長約4cm,20m,サンゴ礁や岩礁の砂礫底に生息する小型のハゼ。体中に散らばる青い点模様が星のように見えることが名前の由来。胸ビレの付け根が筋肉質で、海底を這うように移動する。物陰に隠れていることが多いが、好奇心が強い個体もいて、ダイバーの目の前にひょっこり現れることもある。岩の隙間や転石の下などを探すと見つけやすい。
5762,ヒメユリハゼ,Ptereleotris heteroptera,伊豆半島、高知県、沖縄諸島、西表島；インド・太平洋,サンゴ礁の礁外縁や礁斜面。まれに内湾の湾奥。潮通し良い礫混じりの砂底や岩盤状のサンゴの上の中層を単独やペア、小さな群がりでホバリングや遊泳。生息水深8-25m,全長約15cm,20m,サンゴ礁の砂地やガレ場に生息する、美しい遊泳性のハゼ。青みがかった白い体と、黒い尾ビレが特徴的。通常ペアで生活し、巣穴の上でホバリングしながらプランクトンを捕食する。危険を感じると、尾から巣穴に素早く逃げ込む。警戒心は強いが、巣穴から少し離れた場所で待っていると、再び出てきてホバリングする姿を観察できる。
5325,ヒモハゼ,Eutaeniichthys gilli,青森県の太平洋・日本海側～九州、瀬戸内海沿岸、対馬、五島列島；朝鮮半島、渤海、黄海,河口や河口域の干潟、前浜干潟。砂底や砂泥底に掘られたアナジャコやカニ類の生息孔で見られる。,全長約6cm,0.7m,河口域や内湾の泥底に生息する、ウナギのように非常に細長い体型をしたハゼ。アナジャコやテッポウエビの古い巣穴などを利用して生活している。通常は巣穴に隠れており、全身を見ることは稀。巣穴から顔だけを出して、流れてくる餌を待っていることが多い。非常に見つけにくいが、泥底の小さな穴を根気よく探すと、ひょっこり顔を出している姿に出会えることがある。
17944,ヒラオリダコ,Octopus abaculus,南西諸島以南、北オーストラリア、クイーンズランド,サンゴ礁域潮下帯～水深30mの砂底・砂礫底,全長約8cm,30m,サンゴ礁や岩礁に生息する小型のタコ。体表にシワが多く、腕を体に巻きつけるようにして岩の隙間などに擬態していることが多い。夜行性で、日中は岩陰でじっとしている。他のタコと同様に体色を変化させることができる。ナイトダイビングで岩場を注意深く探すと、獲物を探して這い回る姿を観察できることがある。
13090,ヒラヨシノボリ,Rhinogobius sp. DL,日本固有: 種子島、屋久島、奄美大島、沖縄島、石垣島、西表島,河川の渓流域。早瀬や淵頭の急流部に単独で見られる。大河川に多い。,全長約9cm,0.5m,河川の中流域から上流域に生息する淡水性のハゼ。胸ビレが大きく、吸盤状になっており、これを使って流れの速い場所でも岩に張り付くことができる。平たい体型は流れの抵抗を減らすのに役立っている。石についた藻類などを食べる。川の中を覗き込むと、石の上をちょこまかと移動する姿が見られる。ダイビング対象ではないが、身近な自然で観察できる。
13733,ヒレギレイカ,Chiroteuthis picteti,北西太平洋の亜熱帯～熱帯域,黒潮流路より外側の外洋中・深層、遊泳性,外套長約10cm,1000m,中層から深海に生息するイカの仲間。幼体は細長い体と非常に長い腕を持つ特異な姿をしている。成長すると体型は変化する。全身に多数の発光器を持ち、暗い深海で光を利用していると考えられている。生態の多くは謎に包まれている。通常のダイビングで見ることはまずなく、深海探査によってその姿が捉えられる生物。
15117,ビリンゴ,Gymnogobius breunigii,北海道の太平洋・日本海側～種子島、隠岐、壱岐、対馬、五島列島；サハリン、色丹島、沿海州、朝鮮半島、渤海、黄海,河川の汽水域や汽水湖；泥底や砂泥底の中層を群がりで浮遊,全長約7cm,0.4m,河口域や内湾に生息するハゼの仲間。純淡水から海水まで幅広い塩分濃度に適応できる。春に川を遡上して産卵し、孵化した仔魚は海に下って成長する。釣りなどでよく知られている。オスの婚姻色は黒っぽくなり、頬に青い斑点が現れる。ダイビングでは河口近くの泥底などで見られることがあるが、地味なため見過ごされやすい。
15513,ビワヨシノボリ,Rhinogobius sp. BW,日本固有：滋賀県琵琶湖,琵琶湖の中層に群がり浮遊し、繁殖期に湖岸浅所の砂底の浮き石下で繁殖する,全長約4cm,2m,名前の通り、琵琶湖とその流入河川にのみ生息する淡水性のハゼ。他のヨシノボリ類と同様に、吸盤状の腹ビレで石に張り付くことができる。産卵期になるとオスは縄張りを持ち、石の下などにメスを誘い込んで産卵させる。ダイビング対象ではないが、琵琶湖周辺でのシュノーケリングなどで、石の上を動き回る姿を観察することができる。
5444,フタスジノボリハゼ,Amoya chandramara,沖縄島、久米島、石垣島、西表島、西部太平洋,河川の河口域のマングローブ林。軟泥底の穴の入り口付近,全長約7cm,0.5m,河口域や内湾の砂泥底に生息するハゼ。体側に2本の暗色縦縞が走るのが特徴で、これが名前の由来となっている。テッポウエビ類と共生する習性があると考えられている。非常に浅い場所に生息するため、ダイビングよりは干潮時のタイドプールや、水際での観察に適している。他の多くのハゼと同様に、物音を立てるとすぐに隠れてしまう。
2306,フタスジハゼ,Callogobius sclateri,小笠原諸島、高知県柏島、琉球列島；インド・太平洋,サンゴ礁域の礁池、礁湖、礁原、礁斜面。砂底の死サンゴ片や死サンゴ塊の下に単独で生息。生息水深3-10m,全長約5cm,6m,サンゴ礁の岩陰や転石の下に隠れ住む、小型で地味な体色のハゼ。体側に不規則な暗色斑が並び、保護色となっている。非常に臆病で、物陰からほとんど出てこないため、ダイバーがその姿を見る機会は少ない。岩や死サンゴを注意深く観察していると、隙間から一瞬だけ顔を出すことがある。ナイトダイビングの方が見つけやすいかもしれない。
2453,フタホシホシハゼ,Istigobius rigilius,石垣島、西表島；インド・太平洋,内湾の中程から湾奥、サンゴ礁域の礁斜面。死サンゴ片混じりの泥底や砂泥底、ユビエダハマサンゴや板状サンゴの下に単独で生息。水深6-25m。,全長約3.5cm,8m,サンゴ礁の砂地に生息する小型のハゼ。体側に並ぶ2つの大きな黒い斑点が特徴で、これが「フタホシ」の名の由来。単独かペアで、小さな岩や死サンゴの陰に隠れていることが多い。海底を這うように移動する。あまり泳ぎ回らず、じっとしていることが多いので、一度見つけると比較的観察しやすい。他のホシハゼ属の仲間と似ているため、斑点の位置や数で識別する。
6022,ブチハゼ,Cryptocentrus inexplicatus,石垣島、西表島；西部太平洋,内湾の湾奥。砂泥底や礫混じりの砂泥底で、テッポウエビ類と単独で共生。生息水深3m以浅,全長約6.5cm,3m,内湾の泥底や砂泥底に生息する共生ハゼ。体中に細かい斑点が散らばっているのが特徴。テッポウエビと共生し、巣穴の近くで見られる。巣穴は泥でできているため非常に壊れやすい。観察の際は、フィンで泥を巻き上げないように細心の注意を払い、中性浮力を保って静かに見守ることが不可欠。食事の様子やエビとの連携が見どころ。
11674,ベイカ,Idiosepius biserialis,瀬戸内海、九州沿岸、中国沿岸からインドシナ半島、アンダマン海,内湾の潮下帯からごく浅い砂泥域、やや塩分の低い海域,外套長約9cm,1~10m,内湾のアマモ場などに生息する非常に小型のイカ。胴体の後端にある粘着性の器官で、アマモの葉などにくっつくことができる。夜行性で、日中は海藻の根元などに隠れている。ナイトダイビングでアマモ場を探索すると、葉にぶら下がっている姿や、水中を泳ぐ姿を観察できる。寿命は非常に短く、数ヶ月程度と考えられている。
2323,ベニハゼ,Trimma caesiura,八丈島、紀伊半島、琉球列島、中・西部太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面、ドロップオフ。サンゴの根の壁面や下、崖壁の亀裂内に単独で見られる。生息水深3-20m,全長約3.5cm,8m,サンゴ礁の洞窟や岩のオーバーハングなど、暗い場所に生息する小型のハゼ。鮮やかな赤い体色が特徴で、群れで逆さまに張り付くようにホバリングしていることが多い。危険を感じると一斉に岩の隙間に隠れる。暗い場所に目が慣れてくると、赤い小さな点がたくさん浮いているように見える。ライトを強く当てすぎないように注意して観察するのがコツ。
