和名,学名,分布,生息場所,体長,深さ,短い説明,長い説明
フタホシホシハゼ,"Istigobius rigilius Ahnelt & Munday, 1995",石垣島、西表島；インド・太平洋,内湾の中程から湾奥、サンゴ礁域の礁斜面。死サンゴ片混じりの泥底や砂泥底、ユビエダハマサンゴや板状サンゴの下に単独で生息。水深6-25m。,3.5cm,8m,2つの特徴的な斑点がある小型ハゼ。サンゴの下や泥底でひっそり生活する。,和名の通り、体側に2つの特徴的な斑点を持つ小型のハゼです。内湾の中程から湾奥のサンゴ礁域の礁斜面に生息し、死サンゴ片混じりの泥底や砂泥底、ユビエダハマサンゴや板状サンゴの下で単独生活しています。水深6-25mの範囲で観察でき、体長は3.5cm程度と小さいため見つけにくいですが、特徴的な斑点が識別の手がかりになります。観察時は、サンゴの下や泥底を注意深く探しましょう。マクロ撮影では、2つの斑点がよく分かる角度から撮影するのがおすすめです。
ニセシラヌイハゼ,Silhouettea sp.A,奄美大島、慶良間諸島、石垣島、西表島,河川の河口、細砂底に単独で生息,3cm,0.3m,非常に小さく目立たないハゼ。河口域の細砂底でひっそり単独生活する。,体長3cm程度と非常に小さく、体色も周囲の砂地に溶け込みやすいため、観察が難しいハゼです。河川の河口域の細砂底に単独で生息し、水深はごく浅い場所が中心です。奄美大島、慶良間諸島、石垣島、西表島などで確認されていますが、生息数が少なく観察機会は多くありません。観察時は、河口域の細かい砂底を丹念に探し、小さな動きに注意しましょう。マクロ撮影では、砂地の質感とともに小さな体を収めると生態がよく伝わります。
ミナミシラヌイハゼ,"Lotilia graciliosa Smith, 1959",西表島；西インド洋,サンゴ礁域の礁池、岸よりの細砂底、生息水深4m以浅（とくに1m以浅）,3cm,4m,西インド洋由来の珍しいハゼ。サンゴ礁域の浅瀬（1m以浅）の砂底で見られる。,西インド洋に由来する珍しいハゼで、日本では西表島でのみ確認されています。サンゴ礁域の礁池の岸よりの浅瀬（水深4m以浅、特に1m以浅）の細砂底に生息しています。体長は3cm程度と小さく、砂地に同化するような体色をしているため見つけにくいです。西表島の限られた環境でしか観察できない貴重な種で、シュノーケリングでも観察可能な浅い場所に生息しているのが特徴です。観察時は、浅い砂底を注意深く探しましょう。
ヒメハゼ,"Favonigobius gymnauchen (Bleeker, 1860)",北海道の太平洋・日本海側〜西表島、瀬戸内海；朝鮮半島、渤海、黄海、東・南シナ海、台湾、西部太平洋,内湾や河川の河口域、砂底や砂泥底、生息水深1〜10m,9cm,2m,北海道から沖縄まで広く分布する普通種。内湾や河口の砂地でよく見られる。,北海道から沖縄まで日本各地に広く分布する普通種のハゼです。内湾や河川の河口域の砂底・砂泥底に生息し、水深1-10mの範囲で観察できます。体長は9cm程度と比較的大きく、砂地を這うように移動する姿がよく観察されます。生息数が多く、分布域も広いため、ダイビングやシュノーケリングで比較的容易に観察できます。観察時は、砂地や砂泥底を注意深く見回し、動くものに注目しましょう。動きがゆっくりなので、撮影も比較的容易です。
ミナミヒメハゼ,Favonigobius reichei,屋久島、種子島、琉球列島；インド・西太平洋,河川の河口域。砂底から泥底。生息水深は2m以浅,6cm,1m,南日本に分布するヒメハゼの仲間。河口域の浅瀬（2m以浅）の砂底に生息。,ヒメハゼの仲間で、屋久島、種子島、琉球列島など南日本に分布します。河川の河口域の砂底から泥底に生息し、水深2m以浅の非常に浅い場所で観察できます。体長は6cm程度で、砂地に同化するような体色をしています。観察時は、河口域の浅い砂底を注意深く探しましょう。シュノーケリングでも観察可能ですが、干潮時の水たまりなどにも出現することがあります。マクロ撮影では、砂地の質感を活かした構図がおすすめです。
ノボリハゼ,"Oligolepis acutipennis (Valenciennes, 1837)",千葉県、静岡県、和歌山県、高知県、宮崎県、鹿児島県、五島列島、種子島、琉球列島；インド・西太平洋,河川の感潮域下部、汽水性湿原、細流の淡水域、泥底の穴に単独で見られる,12cm,15m,大型のハゼで、河川の感潮域に生息。淡水域まで進出できる特殊な適応力を持つ。,体長12cmほどに成長する比較的大型のハゼです。河川の感潮域下部から汽水性湿原、さらには細流の淡水域まで進出できる特殊な適応力を持っています。泥底に穴を掘って単独で生活し、淡水域まで生息範囲を広げられるのはハゼの中でも珍しい特徴です。千葉県から琉球列島まで分布していますが、生息環境が特殊なため観察機会は多くありません。観察時は、河川の感潮域の泥底に開いた穴を探しましょう。
クチサケハゼ,"Oligolepis stomias (Smith, 1941)",小笠原諸島、高知県、鹿児島県、琉球列島；西部太平洋,河川の感潮域最上流、泥底に穴を掘り単独で見られる,5.5cm,15m,口が大きく裂けたような特徴的な顔つき。河川最上流の淡水域に適応したハゼ。,和名の通り、口が大きく裂けたような特徴的な顔つきをしているハゼです。河川の感潮域最上流の淡水域に適応しており、泥底に穴を掘って単独で生活しています。小笠原諸島、高知県、鹿児島県、琉球列島などに分布しますが、生息環境が特殊なため観察機会は多くありません。体長は5.5cm程度で、淡水域にまで進出できる特殊な能力を持っています。観察時は、河川上流の泥底を注意深く探しましょう。
タスキヒナハゼ,"Redigobius balteatus (Herre, 1935)",西表島；インド・西太平洋,河川の河口域、マングローブ林の砂泥底にある沈木のまわり、水深2m以浅,3.5cm,0.5m,タスキを掛けたような模様が特徴。マングローブ林の沈木周辺で観察できる。,体側にタスキを掛けたような模様が入ることが和名の由来となっている小型のハゼです。西表島のマングローブ林の砂泥底に生息し、沈木の周辺で観察できます。水深2m以浅の浅い場所に生息しているため、シュノーケリングでも観察可能です。体長は3.5cm程度と小さく、沈木やマングローブの根の陰に隠れていることが多いです。観察時は、マングローブ林の浅い水域を注意深く探し、沈木周辺を重点的に見ましょう。
ヒナハゼ,"Redigobius bikolanus (Herre, 1927)",神奈川県～西表島、兵庫県の日本海側、隠岐、対馬、五島列島；インド・太平洋,河川の感潮域直上の淡水域、細流の淡水域、水田地帯、水が淀み枯れ葉が堆積した場所や草の下,4cm,0.3m,日本各地の淡水域に生息する小型ハゼ。水田や細流の淀みで見られる。,神奈川県から西表島まで日本各地の淡水域に広く分布する小型のハゼです。河川の感潮域直上の淡水域から水田地帯まで、様々な淡水域に生息しています。体長は4cm程度で、水が淀み枯れ葉が堆積した場所や草の下などに隠れていることが多いです。観察時は、淡水域の細流や水田の排水路など、水が溜まった場所を注意深く探しましょう。ダイビングというよりは、浅い水域での観察や採集によって見つけることができます。
イズミハゼ,Mugilogobius sp. A,五島列島、鹿児島県上甑島、種子島、琉球列島,河川の河口域、岸寄りの泥底の穴の中、石やカキ殻の間や下,5cm,0.1m,小さなハゼで、泥底の穴や石の下に隠れる。体は茶色系で、目立つ模様は少ないが、警戒心が強い。,イズミハゼは体長約5cmの小さなハゼで、泥底や石の下、カキ殻の間に隠れる習性があります。体色は茶褐色で、目立つ模様はありませんが、警戒心が強く、近づくと素早く隠れてしまいます。観察にはゆっくりと近づき、泥底の穴や石の隙間を注意深く見ることがポイントです。マクロレンズでの撮影がおすすめで、静かに待つと顔を出すことがあります。
ナミハゼ,Mugilogobius abei,宮城県・富山湾～種子島、瀬戸内海、隠岐、対馬、朝鮮半島、渤海、黄海、東シナ海、台湾,河川の河口域、汽水性湿原、細流。マングローブ林や汽水性湿原の泥底の枯れ葉や枝の多い濁った水溜まり,4cm,,汽水域の泥底で見られる小さなハゼ。枯れ葉や枝の多い濁った水溜まりに生息し、目立たない体色。,ナミハゼは汽水域の泥底やマングローブ林の水溜まりに生息する小さなハゼです。体長約4cmで、枯れ葉や枝の多い濁った環境を好みます。体色は地味で目立たないため、見つけるには根気が必要です。ゆっくりと水溜まりを観察すると、枯れ葉の間を移動する姿が見られることがあります。マクロ撮影では、濁りを抑えるためにストロボを使うと良いでしょう。
アベハゼ,Mugilogobius abei,宮城県・富山湾～種子島、瀬戸内海、隠岐、対馬、朝鮮半島、渤海、黄海、東シナ海、台湾,河川の河口域。岸寄りの泥底の穴の中、石やカキ殻の間や下,3.5cm,1m,河口域の泥底に生息する小さなハゼ。石やカキ殻の下に隠れ、素早く動く。体は透明感のある茶色。,アベハゼは河口域の泥底や石の下に生息する体長約3.5cmの小さなハゼです。透明感のある茶褐色の体色で、石やカキ殻の隙間を素早く移動します。観察には、泥底をゆっくりと這うように進み、石やカキ殻の下をチェックすることがコツです。マクロレンズで撮影する際は、ストロボの光を反射させないように角度を調整すると、自然な色合いで写せます。
ホホグロハゼ,Mugilogobius cavifrons,沖縄島、石垣島、西表島、与那国島、台湾、フィリピン,河川の河口域のマングローブ林や汽水性湿原。泥底の枯れ葉や枝の多い濁った水溜まり,4cm,0.2m,マングローブ林の泥底に生息するハゼ。枯れ葉や枝の多い水溜まりで見られ、体は暗褐色。,ホホグロハゼはマングローブ林の泥底や枯れ葉の多い水溜まりに生息する体長約4cmのハゼです。暗褐色の体色で、枯れ葉や枝の間を移動する姿が見られます。観察には、濁った水の中をじっくりと見ることがポイントです。マクロ撮影では、枯れ葉を背景にすると自然な雰囲気で撮影できます。生態的には、他のハゼと同様に警戒心が強いため、静かに近づくことが重要です。
フタスジノボリハゼ,Amoya chandramara,沖縄島、久米島、石垣島、西表島、西部太平洋,河川の河口域のマングローブ林。軟泥底の穴の入り口付近,7cm,0.5m,マングローブ林の軟泥底に生息するハゼ。穴の入り口付近で見られ、体に2本の縦線が特徴。,フタスジノボリハゼはマングローブ林の軟泥底に生息する体長約7cmのハゼです。体に2本の縦線が入っており、穴の入り口付近でよく見られます。観察には、泥底の穴を注意深く見ることがコツです。マクロレンズで撮影する際は、穴の入り口に焦点を合わせ、ハゼが顔を出すのを待つと良いでしょう。生態的には、テッポウエビと共生する可能性もあります。
カスミハゼ,"Acentrogobius caninus (Bleeker, 1852)",沖縄島、宮古島、石垣島、西表島、与那国島；インド・西太平洋,河川の河口域のマングローブ林、ヒルギ類の根元の泥底や軟泥底,13cm,0.3m,マングローブ林のヒルギ類の根元に生息するハゼ。体は灰色で、大きめのサイズ。,カスミハゼはマングローブ林のヒルギ類の根元に生息する体長約13cmのハゼです。灰色の体色で、根元の泥底や軟泥底を好みます。観察には、ヒルギの根元をゆっくりとチェックすることがポイントです。大きめのサイズなので、見つけやすいですが、警戒心が強いため、静かに近づくことが重要です。マクロ撮影では、根元を背景にすると自然な雰囲気で写せます。
ニセツムギハゼ,"Acentrogobius audax Smith, 1959",宮古島、石垣島、西表島；インド・西太平洋,河川の河口や河口域の開けた水域、泥底や砂泥底,5cm,1m,河口域の開けた水域に生息するハゼ。泥底や砂泥底で見られ、体は地味な色合い。,ニセツムギハゼは河口域の開けた水域に生息する体長約5cmのハゼです。泥底や砂泥底を好み、地味な体色をしています。観察には、開けた水域をゆっくりと見ることがコツです。マクロレンズで撮影する際は、砂泥底を背景にすると引き立ちます。生態的には、他のハゼと同様に警戒心が強いため、静かに近づくことがポイントです。
ホホグロスジハゼ,"Acentrogobius janthinopterus (Herre, 1927)",奄美大島、西表島；西部太平洋,河川の河口域、泥底や砂泥底、生息水深1〜2m,4.5cm,1m,河口域の泥底や砂泥底に生息するハゼ。体は暗褐色で、ホホグロの模様が特徴。,ホホグロスジハゼは河口域の泥底や砂泥底に生息する体長約4.5cmのハゼです。暗褐色の体色で、ホホグロの模様が特徴的です。観察には、水深1〜2mの泥底を注意深く見ることがポイントです。マクロ撮影では、ホホグロの模様に焦点を合わせると良いでしょう。生態的には、他のハゼと同様に警戒心が強いため、ゆっくりと近づくことが重要です。
セイタカスジハゼ,"Myersina macrostoma (Herre, 1927)",沖縄島、石垣島、西表島；西部太平洋,内湾、河川の河口や河口域、泥底や砂泥底の穴の入り口付近、テッポウエビ類と共生することもある,5cm,2m以浅,内湾や河口域の泥底に生息するハゼ。テッポウエビと共生することもあり、体は地味な色。,セイタカスジハゼは内湾や河口域の泥底に生息する体長約5cmのハゼです。テッポウエビと共生することがあり、地味な体色をしています。観察には、泥底の穴の入り口をチェックすることがコツです。マクロレンズで撮影する際は、テッポウエビとの共生関係を捉えると面白い写真が撮れます。生態的には、共生関係が興味深いポイントです。
スズメハゼ,"Myersina yangonensis (Steindachner, 1893)",宮古島、石垣島、西表島；西部太平洋,河川の河口域から感潮域最上流、マングローブ林、軟泥底の穴の入り口付近,5cm,1m,マングローブ林の軟泥底に生息するハゼ。穴の入り口付近で見られ、体は小さめ。,スズメハゼはマングローブ林の軟泥底に生息する体長約5cmの小さなハゼです。穴の入り口付近でよく見られ、体は小さめで地味な色合いです。観察には、軟泥底の穴を注意深く見ることがポイントです。マクロレンズで撮影する際は、穴の入り口に焦点を合わせ、ハゼが顔を出すのを待つと良いでしょう。生態的には、他のハゼと同様に警戒心が強いです。
クロコハゼ,Drombus sp. A,静岡県、和歌山県、高知県、宮崎県、鹿児島県、五島列島、種子島、屋久島、琉球列島；台湾,河川の河口付近、泥底や砂泥底の転石・枯葉・枝の下,5cm,2m,河口付近の泥底や砂泥底に生息するハゼ。転石や枯葉の下に隠れ、体は暗褐色。,クロコハゼは河口付近の泥底や砂泥底に生息する体長約5cmのハゼです。転石や枯葉の下に隠れる習性があり、暗褐色の体色をしています。観察には、転石や枯葉をゆっくりとめくることがコツです。マクロ撮影では、枯葉を背景にすると自然な雰囲気で写せます。生態的には、警戒心が強いため、静かに近づくことが重要です。
サンカクハゼ,"Fusigobius inframaculatus (Günther, 1877)",小笠原諸島、高知県、屋久島、琉球列島；インド・太平洋,内湾中程から湾奥、サンゴ礁域の礁池・礁湖、サンゴの根周辺の砂底や砂泥底,6cm,6m,内湾やサンゴ礁域の砂底に生息するハゼ。サンゴの根周辺で見られ、体は透明感のある色。,サンカクハゼは内湾やサンゴ礁域の砂底に生息する体長約6cmのハゼです。サンゴの根周辺でよく見られ、透明感のある体色をしています。観察には、砂底をゆっくりと這うように進み、サンゴの根をチェックすることがポイントです。マクロレンズで撮影する際は、サンゴを背景にすると美しい写真が撮れます。生態的には、単独で行動することが多いです。
ツマグロサンカクハゼ,"Fusigobius signipinnis (Randall, 2001)",高知県、奄美大島、沖縄諸島、西表島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面、ドロップオフ下の砂だまり、サンゴの根の周辺の礫や死サンゴ片混じりの砂底、砂泥底。生息水深10-40m,5.5cm,15m,サンゴ礁域の砂だまりに生息するハゼ。ドロップオフ下で見られ、体はツマグロ模様。,ツマグロサンカクハゼはサンゴ礁域の砂だまりに生息する体長約5.5cmのハゼです。ドロップオフ下でよく見られ、ツマグロ模様が特徴的です。観察には、ドロップオフの砂だまりを注意深く見ることがコツです。マクロ撮影では、ツマグロ模様に焦点を合わせると良いでしょう。生態的には、水深10-40mと深い場所に生息します。
ヒレフリサンカクハゼ,"Fusigobius brunneus Hoese et Obika, 1988",奄美大島、沖縄諸島、石垣島、西表島；西部太平洋,内湾の湾口から湾奥、サンゴ礁域の礁原、礁斜面ドロップオフの砂だまり、サンゴの根の周辺の礫や死サンゴ片混じりの砂底、砂泥底。生息水深2-30m,5.5cm,10m,サンゴ礁域の砂底に生息するハゼ。礁斜面の砂だまりで見られ、体は茶褐色。,ヒレフリサンカクハゼはサンゴ礁域の砂底に生息する体長約5.5cmのハゼです。礁斜面の砂だまりでよく見られ、茶褐色の体色をしています。観察には、砂だまりをゆっくりと見ることがポイントです。マクロレンズで撮影する際は、砂を背景にすると自然な雰囲気で写せます。生態的には、水深2-30mと幅広い範囲に生息します。
セホシサンカクハゼ,"Fusigobius hoesei Reader, 1985",小笠原諸島、伊豆諸島、相模湾、伊豆半島、徳島県、愛媛県宇和海、高知県、奄美大島、沖縄諸島、石垣島、西表島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁外縁やドロップオフ下。崖下の砂だまり、礫や死サンゴ片混じりの砂底に単独で生息,5.5cm,10-20m,サンゴ礁域の砂底に生息するハゼ。礁外縁やドロップオフ下で見られ、体はセホシ模様。,セホシサンカクハゼはサンゴ礁域の砂底に生息する体長約5.5cmのハゼです。礁外縁やドロップオフ下でよく見られ、セホシ模様が特徴的です。観察には、崖下の砂だまりを注意深く見ることがコツです。マクロ撮影では、セホシ模様に焦点を合わせると良いでしょう。生態的には、単独で行動することが多いです。
セスジサンカクハゼ,"Fusigobius signipinnis Randall, 2001",小笠原諸島、紀伊半島、徳島県、高知県、奄美大島、沖縄諸島、西表島；中・西部太平洋,内湾の湾口から中程、サンゴ礁域の礁池、礁湖、礁斜面。礫や死サンゴ片混じりの砂底に単独で生息,5.5cm,5-20m,サンゴ礁域の砂底に生息するハゼ。礁池や礁湖で見られ、体はセスジ模様。,セスジサンカクハゼはサンゴ礁域の砂底に生息する体長約5.5cmのハゼです。礁池や礁湖でよく見られ、セスジ模様が特徴的です。観察には、砂底をゆっくりと見ることがポイントです。マクロレンズで撮影する際は、セスジ模様に焦点を合わせると良いでしょう。生態的には、水深5-20mと幅広い範囲に生息します。
ハタタテサンカクハゼ,"Fusigobius inframaculatus Randall, 1994",八丈島、紀伊半島、高知県柏島、屋久島、奄美大島、沖縄諸島、久米島、石垣島、西表島；台湾、インド・西太平洋,内湾の湾口から中程、サンゴ礁域の礁外縁やドロップオフ。亀裂や崖下の砂だまり、礫混じりの砂底や砂泥底に単独で生息,6cm,6-30m,サンゴ礁域の砂底に生息するハゼ。礁外縁やドロップオフで見られ、体はハタタテ模様。,ハタタテサンカクハゼはサンゴ礁域の砂底に生息する体長約6cmのハゼです。礁外縁やドロップオフでよく見られ、ハタタテ模様が特徴的です。観察には、亀裂や崖下の砂だまりを注意深く見ることがコツです。マクロ撮影では、ハタタテ模様に焦点を合わせると良いでしょう。生態的には、水深6-30mと深い場所に生息します。
ゴイシサンカクハゼ,Fusigobius signipinnis,高知県柏島、奄美大島、慶良間諸島、石垣島、西表島；インド・西太平洋,内湾の湾口から中程、サンゴの根の周辺の砂泥底や砂底に単独で見られる。生息水深は10-50m,7cm,12m,サンゴ礁域の砂泥底に生息するハゼ。サンゴの根周辺で見られ、体はゴイシ模様。,ゴイシサンカクハゼはサンゴ礁域の砂泥底に生息する体長約7cmのハゼです。サンゴの根周辺でよく見られ、ゴイシ模様が特徴的です。観察には、砂泥底をゆっくりと見ることがポイントです。マクロレンズで撮影する際は、ゴイシ模様に焦点を合わせると良いでしょう。生態的には、水深10-50mと非常に深い場所に生息します。
カタボシサンカクハゼ,Fusigobius neophytus,八丈島、奄美大島、沖縄諸島伊江島、西表島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面、ドロップオフ。サンゴの根のくぼみの砂だまり、亀裂の礫混じりの砂だまり、崖下の薄暗い礫混じりの砂だまりに単独で見られる。生息水深は5-15m,4.5cm,8m,サンゴ礁域の砂だまりに生息するハゼ。礁斜面やドロップオフで見られ、体はカタボシ模様。,カタボシサンカクハゼはサンゴ礁域の砂だまりに生息する体長約4.5cmのハゼです。礁斜面やドロップオフでよく見られ、カタボシ模様が特徴的です。観察には、薄暗い砂だまりを注意深く見ることがコツです。マクロ撮影では、カタボシ模様に焦点を合わせると良いでしょう。生態的には、水深5-15mと比較的浅い場所に生息します。
ミツボシゴマハゼ,"Paragobiodon lacunicolus Akihito et Meguro, 1975",琉球列島；フィリピン,内湾から河川の感潮域最上流部、淡水性湿地。マングローブ林内で群がりで浮遊する。,1.7cm,0.2m,マングローブ林内で群がりで浮遊する非常に小さなハゼ。体は透明感があり、観察が難しい。,ミツボシゴマハゼはマングローブ林内で群がりで浮遊する体長約1.7cmの非常に小さなハゼです。透明感のある体色で、観察が難しいですが、群れで浮遊する様子は興味深いです。観察には、静かに水面を覗き込むことがポイントです。マクロレンズで撮影する際は、群れの動きを捉えると良いでしょう。生態的には、淡水性湿地にも生息する珍しいハゼです。
ゴマハゼ,Paragobiodon sp. A,日本固有：三重県～屋久島、対馬、五島列島,内湾や河川の河口。船溜りの隅、橋桁やテトラポッドのまわり、湿性植物の根元などで群がりで浮遊する。,2cm,1.2m,小さな群れで浮遊する透明感のあるゴマハゼ。テトラポッドや植物の根元で見られ、光に反射してキラキラ輝く。,体長2cmほどの小さなハゼで、透明感のある体にゴマのような斑点が特徴です。内湾や河口域のテトラポッド周辺や湿性植物の根元で、群れを作って浮遊している姿が観察できます。光に当たると体がキラキラと輝き、水中で非常に目立ちます。ゆっくり近づくと逃げずに観察できるため、マクロレンズでの撮影に最適です。日本固有種で、浅い水深（1.2m程度）に生息するため、初心者ダイバーにもおすすめです。
イサゴハゼ,"Gobiopsis arenaria (Snyder, 1908)",小笠原諸島、伊豆半島、徳島県、愛媛県宇和海、高知県柏島、種子島、五島列島、琉球列島;台湾、香港,内湾、サンゴ礁域の礁斜面。死サンゴ片混じりの砂泥底で塊下に単独で見られる。生息水深6-10m,3.5cm,10m,砂泥底の塊下に隠れるイサゴハゼ。目立たない色合いだが、じっくり探すと見つかる。,体長3.5cmほどの地味な色合いのハゼで、死サンゴ片や砂泥底の塊下に単独で生息しています。目立たない体色のため見つけにくいですが、じっくりと底を観察すると、塊の下から顔を出している姿が見られます。生息水深は6-10mで、礁斜面や内湾の砂地で見られます。動きはゆっくりで、驚くとすぐに塊下に隠れてしまいます。マクロレンズで撮影する際は、塊をゆっくり持ち上げると良いショットが撮れます。
ウチワハゼ,"Mangarinus waterousi Herre, 1943",奄美大島、沖縄島、久米島、石垣島、西表島;西部太平洋,河川河口域のマングローブ林。泥底にやや深く潜る,8cm,0.4m,マングローブ林の泥底に潜むウチワハゼ。大きな胸鰭が特徴で、じっとしていることが多い。,体長8cmほどのウチワハゼは、マングローブ林の泥底にやや深く潜って生息しています。大きな胸鰭が特徴で、じっとしていることが多いため、ゆっくり探せば見つけやすいです。水深は0.4m程度と非常に浅く、潮が引いたタイミングで観察できることもあります。動きは遅いですが、驚くと泥の中に素早く潜るため、接近時は慎重に。マクロ撮影では、胸鰭を広げた瞬間を狙うと面白い写真が撮れます。
ギンポハゼ,"Parkraemeria onata Whitley, 1951",石垣島、西表島；オーストラリア東岸,内湾湾奥や河川の河口、砂泥底に穴を掘り単独で生息、水深2m以浅,4cm,1m,砂泥底に穴を掘るギンポハゼ。単独で生活し、巣穴の前でホバリングする姿が見られる。,体長4cmほどのギンポハゼは、砂泥底に自分で掘った穴で単独生活をしています。巣穴の前でホバリングする姿が観察でき、近づくと素早く穴に隠れます。生息水深は2m以浅と浅く、内湾の湾奥や河口域で見られます。体色は地味ですが、目の周りに模様があることが多く、マクロレンズで撮影すると表情豊かな写真が撮れます。巣穴を守る習性があるため、同じ個体を繰り返し観察できることもあります。
モエギハゼ,Trimma sp. A,石垣島、西表島,内湾、サンゴ礁域の礁斜面。礫や死サンゴ片混じりの砂泥底で単独にホバリング,3.5cm,45-55m,深場の砂泥底でホバリングするモエギハゼ。鮮やかな緑色の体が目を引く。,体長3.5cmほどのモエギハゼは、鮮やかな緑色の体が特徴で、深場（45-55m）の砂泥底でホバリングしている姿が見られます。死サンゴ片や礫が混じった場所を好み、単独で生活しています。深場に生息するため、テクニカルダイビングの経験が必要ですが、その美しい体色は一見の価値があります。動きはゆっくりで、接近しても逃げにくいため、マクロ撮影に最適です。光の当たり方によって体色が変化するため、さまざまな角度から撮影してみましょう。
ホムラハゼ,"Discordipinna griessingeri Hoese et Fourmanoir, 1978",和歌山県、高知県柏島、奄美大島、沖縄諸島、八重山諸島；インド・太平洋,内湾の湾口から湾奥、サンゴ礁域の礁斜面。サンゴの根の下の隙間、死サンゴ片や死サンゴ塊混じりの砂泥底の塊下に単独で生息,3cm,5-30m,サンゴの根元に隠れるホムラハゼ。赤みがかった体色と縞模様が特徴。,体長3cmほどのホムラハゼは、赤みがかった体色に縞模様が入った美しいハゼです。サンゴの根元の隙間や死サンゴ片の下に単独で生息しており、5-30mの水深で観察できます。動きは比較的穏やかで、近づいても逃げにくいため、マクロ撮影に適しています。光を当てると体色がより鮮やかに見えるため、ストロボを使うと良い写真が撮れます。インド・太平洋に広く分布し、和歌山県から沖縄まで日本各地で見られます。
ゴクラクハゼ,"Rhinogobius giurinus (Rutter, 1897)",茨城県・秋田県以南の本州、四国、九州～西表島、隠岐、壱岐、対馬、五島列島；朝鮮半島、黄海、東・南シナ海、台湾,河川の汽水域から下流域、流れの緩やかな砂礫底,9cm,0.3m,河川の汽水域で見られるゴクラクハゼ。流れに逆らって止まる姿が特徴的。,体長9cmほどになるゴクラクハゼは、河川の汽水域から下流域の砂礫底で見られます。流れに逆らって止まる姿が特徴的で、比較的大きなハゼのため観察しやすいです。体色は褐色で、オスは繁殖期に婚姻色が出ることがあります。水深は0.3m程度と浅く、川遊びやシュノーケリングでも観察可能です。撮影の際は、流れに逆らって止まっている瞬間を狙うと良いでしょう。東アジアに広く分布し、日本では茨城県以南で見られます。
シマヨシノボリ,Rhinogobius sp. CB,青森県以南の本州、四国、九州～西表島、隠岐、壱岐、対馬、五島列島；朝鮮半島、台湾,河川の中流域の平瀬、小河川・大河川に生息,7.5cm,0.3m,河川中流域の平瀬に生息するシマヨシノボリ。縞模様が目立つ活発なハゼ。,体長7.5cmほどのシマヨシノボリは、河川中流域の平瀬で見られる活発なハゼです。体側に入った縞模様が特徴で、オスは繁殖期に鮮やかな青色に変化します。小河川から大河川まで幅広く生息し、水深0.3m程度の浅い場所で観察できます。動きが速く、石の間をすばやく移動するため、観察には忍耐が必要です。撮影の際は、石の上で静止している瞬間を狙うか、水中カメラの連写モードを活用すると良いでしょう。
オオヨシノボリ,Rhinogobius sp. LD,日本固有：宮城県・青森県以南の本州、四国、九州,河川の中流域から渓流域、早瀬から淵頭にかけての急流部,12cm,0.5m,渓流の急流部に適応したオオヨシノボリ。大きくて力強い泳ぎが印象的。,体長12cmにもなるオオヨシノボリは、渓流の急流部に適応した力強いハゼです。日本固有種で、宮城県以南の本州、四国、九州の河川中流域から渓流域に生息しています。早瀬から淵頭にかけての急流部で見られ、他のヨシノボリよりも大きく、力強い泳ぎが特徴です。水深0.5m程度の浅い場所で観察でき、オスはなわばりを持つことが知られています。撮影時は、流れに逆らって泳ぐ姿を狙うと迫力のある写真が撮れます。
ヒラヨシノボリ,Rhinogobius sp. DL,日本固有: 種子島、屋久島、奄美大島、沖縄島、石垣島、西表島,河川の渓流域。早瀬や淵頭の急流部に単独で見られる。大河川に多い。,9cm,0.5m,沖縄の渓流に住むヒラヨシノボリ。平たい体で急流に適応している。,体長9cmほどのヒラヨシノボリは、沖縄諸島の河川渓流域に生息する日本固有種です。平たい体が特徴で、急流に適応した体型をしています。早瀬や淵頭の急流部で単独で見られ、水深0.5m程度の浅い場所で観察できます。大河川に多い傾向があり、流れが速いため観察には注意が必要です。動きは素早いですが、石の上で休んでいることも多いため、その瞬間を狙って撮影すると良いでしょう。婚姻色が出たオスは非常に美しい青色になります。
クロヨシノボリ,Rhinogobius sp. DA,日本固有: 千葉県・新潟県以南の本州、四国、九州～西表島、隠岐、対馬、五島列島,河川の中流域から渓流域。淵の緩流部に単独で見られる。極小河川に分布する。,9cm,0.3m,小河川の淵に潜むクロヨシノボリ。黒っぽい体色が特徴で、じっとしていることが多い。,体長9cmほどのクロヨシノボリは、黒っぽい体色が特徴の日本固有種です。小河川の淵の緩流部に単独で生息し、じっとしていることが多いため比較的観察しやすいです。水深0.3m程度の浅い場所で見られ、極小河川にも分布しています。動きは遅く、石の下や隙間に隠れる習性があります。撮影の際は、黒い体色が暗くなりすぎないように、ストロボの光を調整すると良いでしょう。繁殖期にはオスが巣を作り、メスを誘う行動が見られます。
