和名,学名,分布,生息場所,体長,深さ,短い説明,長い説明
アカモンガニ,Carpilium maculatum,紀伊半島以南、伊豆諸島、ハワイ、南太平洋、オーストラリア、インド洋、紅海、南アフリカ,サンゴ礁域、岩礁,3〜5cm,3～35m,赤い斑点が目立つ甲羅を持ち、サンゴの間を移動する。,甲羅に赤い斑点が散らばっており、サンゴ礁や岩礁の間を移動する姿がよく観察されます。体色が鮮やかで、水中で目立つため、見つけやすいです。動きはゆっくりで、接近しても逃げないことが多いため、写真撮影に最適です。甲羅の模様は個体によって異なり、観察の楽しみがあります。
ユウモンガニ,Carpilium convexum,相模湾以南、伊豆諸島、ハワイ、南太平洋、オーストラリア、インド洋、紅海、アフリカ東岸,サンゴ礁域、岩礁,3〜5cm,3～35m,甲羅は赤みがかり、脚が太く、岩陰に潜むことが多い。,甲羅は赤みがかった色で、脚が太くしっかりしているのが特徴です。サンゴ礁や岩礁の隙間に潜むことが多く、じっくりと探すと見つかります。体色が周囲に溶け込むため、見逃しがちですが、一度見つけるとその存在感に驚かされます。動きは遅く、撮影もしやすいです。
ゴイシガニ,Palapedia integra,東京湾～九州、フィリピン、南太平洋、アンダマン海、インド洋東部,藻場域、砂泥底,2〜4cm,2～15m,緑がかった甲羅に黒い斑点があり、藻場を歩く姿がよく見られる。,緑がかった甲羅に黒い斑点が散らばっており、藻場や砂泥底を歩く姿がよく観察されます。体色が周囲の環境に溶け込むため、見つけるには注意が必要です。動きは比較的遅く、接近しても逃げないことが多いため、写真撮影に適しています。甲羅の模様は個体によって異なり、観察の楽しみがあります。
フタバゴイシガニ,Palapedia bongensis,相模湾以南、フィリピン,岩礁、サンゴ礁,2〜3cm,2～15m,甲羅は緑褐色で、脚が細長く、岩陰に隠れる習性がある。,甲羅は緑褐色で、脚が細長く伸びているのが特徴です。岩礁やサンゴ礁の隙間に隠れることが多く、じっくり観察するには岩陰を探す必要があります。体色が周囲の環境に溶け込むため、見つけるのが難しいですが、ゆっくりと探すと発見できます。動きは比較的遅く、撮影もしやすいです。
ベニオウギガニ,Liomera tristis,東京湾以南、東南アジア、南太平洋、インド洋東部,サンゴ礁域、岩礁,3〜5cm,2～30m,赤みを帯びた甲羅に白い模様があり、サンゴの間を移動する。,赤みを帯びた甲羅に白い模様が散らばっており、サンゴ礁や岩礁の間を移動する姿がよく観察されます。体色が鮮やかで、水中で目立つため、見つけやすいです。動きはゆっくりで、接近しても逃げないことが多いため、写真撮影に最適です。甲羅の模様は個体によって異なり、観察の楽しみがあります。
オガサワラベニオウギガニ,Liomera boninensis,相模湾～土佐湾、小笠原諸島、東シナ海,岩礁、サンゴ礁,3〜5cm,10～100m,甲羅は赤褐色で、脚が太く、岩陰に潜むことが多い。,甲羅は赤褐色で、脚が太くしっかりしているのが特徴です。岩礁やサンゴ礁の隙間に潜むことが多く、じっくりと探すと見つかります。体色が周囲に溶け込むため、見逃しがちですが、一度見つけるとその存在感に驚かされます。動きは遅く、撮影もしやすいです。
チリメンベニオウギガニ,Liomera erythra,相模湾以南、台湾、中国、タイ、インドネシア,サンゴ礁域、岩礁,3〜5cm,2～15m,甲羅は赤みがかり、脚が細長く、サンゴの間を移動する。,甲羅は赤みがかった色で、脚が細長く伸びているのが特徴です。サンゴ礁や岩礁の間を移動する姿がよく観察されます。体色が鮮やかで、水中で目立つため、見つけやすいです。動きはゆっくりで、接近しても逃げないことが多いため、写真撮影に最適です。甲羅の模様は個体によって異なり、観察の楽しみがあります。
シロスジベニオウギガニ,Liomera tristicha,琉球列島、小笠原諸島、フィリピン、ハワイ、南太平洋、インド洋、紅海,サンゴ礁域、岩礁,3〜5cm,2～15m,白い縞模様が目立つ甲羅を持ち、サンゴの間を移動する。,甲羅に白い縞模様が入っており、サンゴ礁や岩礁の間を移動する姿がよく観察されます。体色が鮮やかで、水中で目立つため、見つけやすいです。動きはゆっくりで、接近しても逃げないことが多いため、写真撮影に最適です。甲羅の模様は個体によって異なり、観察の楽しみがあります。
ヒメベニオウギガニ,Liomera laevis,紀伊半島以南、フィリピン、南太平洋、紅海,岩礁、サンゴ礁,2〜3cm,2～25m,甲羅は赤みを帯び、脚が細長く、岩陰に隠れる習性がある。,甲羅は赤みを帯びた色で、脚が細長く伸びているのが特徴です。岩礁やサンゴ礁の隙間に隠れることが多く、じっくり観察するには岩陰を探す必要があります。体色が周囲の環境に溶け込むため、見つけるのが難しいですが、ゆっくりと探すと発見できます。動きは比較的遅く、撮影もしやすいです。
ヒラベニオウギガニ,Neoliomera iridans,相模湾以南、伊豆諸島、フィリピン、南太平洋、オーストラリア、インド洋東部,サンゴ礁域、岩礁,3〜5cm,2～30m,甲羅は赤みがかり、脚が太く、サンゴの間を移動する。,甲羅は赤みがかった色で、脚が太くしっかりしているのが特徴です。サンゴ礁や岩礁の間を移動する姿がよく観察されます。体色が鮮やかで、水中で目立つため、見つけやすいです。動きはゆっくりで、接近しても逃げないことが多いため、写真撮影に最適です。甲羅の模様は個体によって異なり、観察の楽しみがあります。
ツブヒラオウギガニ,Neoliomera pubescens,相模湾～土佐湾、フィリピン,岩礁、サンゴ礁,3〜5cm,2～35m,甲羅は茶褐色で、脚が細長く、岩陰に潜むことが多い。,甲羅は茶褐色で、脚が細長く伸びているのが特徴です。岩礁やサンゴ礁の隙間に潜むことが多く、じっくりと探すと見つかります。体色が周囲に溶け込むため、見逃しがちですが、一度見つけるとその存在感に驚かされます。動きは遅く、撮影もしやすいです。
ウモレオウギガニ,Zosimus aeneus,琉球列島、小笠原諸島、ハワイ、南太平洋、インド洋、紅海,サンゴ礁域、岩礁,5〜8cm,1～5m,甲羅は青みがかり、脚が太く、サンゴの間を移動する。,甲羅は青みがかった色で、脚が太くしっかりしているのが特徴です。サンゴ礁や岩礁の間を移動する姿がよく観察されます。体色が鮮やかで、水中で目立つため、見つけやすいです。動きはゆっくりで、接近しても逃げないことが多いため、写真撮影に最適です。甲羅の模様は個体によって異なり、観察の楽しみがあります。
ベニヒロハオウギガニ,Lophozozymus pictor,琉球列島、ハワイ、南太平洋、インド洋、紅海、アフリカ東岸,サンゴ礁域、岩礁,5〜8cm,1～10m,甲羅は赤みを帯び、脚が細長く、岩陰に隠れる習性がある。,甲羅は赤みを帯びた色で、脚が細長く伸びているのが特徴です。岩礁やサンゴ礁の隙間に隠れることが多く、じっくり観察するには岩陰を探す必要があります。体色が周囲の環境に溶け込むため、見つけるのが難しいですが、ゆっくりと探すと発見できます。動きは比較的遅く、撮影もしやすいです。
オオヒロハオウギガニ,Lophozozymus octodentatus,紀伊半島沿岸、伊豆諸島、インドネシア、ハワイ、オーストラリア,岩礁、サンゴ礁,8〜12cm,15～35m,甲羅は茶褐色で、脚が太く、岩陰に潜むことが多い。,甲羅は茶褐色で、脚が太くしっかりしているのが特徴です。岩礁やサンゴ礁の隙間に潜むことが多く、じっくりと探すと見つかります。体色が周囲に溶け込むため、見逃しがちですが、一度見つけるとその存在感に驚かされます。動きは遅く、撮影もしやすいです。
スベスベマンジュウガニ,Atergatis floridus,房総半島以南、ハワイ、南太平洋、インド洋、紅海、アフリカ東岸,サンゴ礁域、岩礁,8〜12cm,1～10m,甲羅は赤みがかり、脚が細長く、サンゴの間を移動する。,甲羅は赤みがかった色で、脚が細長く伸びているのが特徴です。サンゴ礁や岩礁の間を移動する姿がよく観察されます。体色が鮮やかで、水中で目立つため、見つけやすいです。動きはゆっくりで、接近しても逃げないことが多いため、写真撮影に最適です。甲羅の模様は個体によって異なり、観察の楽しみがあります。
アカマンジュウガニ,Atergatis subdactylus,相模湾～土佐湾,岩礁、サンゴ礁,8〜12cm,5～30m,甲羅は赤みを帯び、脚が太く、岩陰に隠れる習性がある。,甲羅は赤みを帯びた色で、脚が太くしっかりしているのが特徴です。岩礁やサンゴ礁の隙間に隠れることが多く、じっくり観察するには岩陰を探す必要があります。体色が周囲の環境に溶け込むため、見つけるのが難しいですが、ゆっくりと探すと発見できます。動きは比較的遅く、撮影もしやすいです。
ホシマンジュウガニ,Atergatis integerrimus,東京湾～九州、香港、フィリピン、南太平洋、インド洋,サンゴ礁域、岩礁,8〜12cm,5～50m,甲羅は茶褐色で、脚が細長く、サンゴの間を移動する。,甲羅は茶褐色で、脚が細長く伸びているのが特徴です。サンゴ礁や岩礁の間を移動する姿がよく観察されます。体色が周囲の環境に溶け込むため、見つけるのが難しいですが、ゆっくりと探すと発見できます。動きは比較的遅く、撮影もしやすいです。
トリジュウガニ,Atergatis reticulatus,房総半島～九州（太平洋側）、秋田県以南（日本海側）、香港,岩礁の岩穴、サンゴ礁域,10〜15cm,2～30m,網目模様が美しい中型のカニで、岩陰に潜んでいることが多い。警戒心が強く、素早く隠れる。,トリジュウガニは甲羅に網目状の赤褐色模様が特徴で、岩礁やサンゴ礁の岩穴に生息します。体色は周囲の環境に合わせた保護色で、じっとしていると見つけにくいです。ダイバーが近づくと素早く岩陰に隠れるため、ゆっくりと静かに近づくのが観察のコツです。撮影時は広角レンズで生息環境ごと写し込むと、その擬態能力の素晴らしさが伝わります。面白いことに、同種同士で縄張り争いをする際にハサミを振り上げる威嚇行動が見られることがあります。
シンオウギガニ,Euanthus exsculptus,鹿児島以南、フィリピン、南太平洋、オーストラリア、インド洋中部,サンゴ礁域、転石帯,3〜5cm,1～10m,鮮やかな紫色が目立つ小型カニで、サンゴの枝の間を器用に移動する。,シンオウギガニは甲羅と脚に鮮やかな紫色の斑紋が特徴で、サンゴ礁や転石地帯でよく見られます。体長は小さいですが、サンゴの枝の間を蜘蛛のように素早く移動する様子が観察できます。日中はサンゴの陰に潜んでいることが多く、夜間に活発に活動します。撮影時はマクロレンズを使用し、サンゴとのコントラストを活かすと美しい写真が撮れます。面白い生態として、危険を感じると自切した脚を再生する能力を持っています。
オウギガニ,Leptodius exaratus,房総半島以南、韓国、中国、ハワイ、南太平洋、インド洋、紅海、アフリカ東岸,岩礁域、潮間帯,3〜6cm,1～10m,灰色の地に赤い斑点が特徴で、潮だまりでよく見かける身近なカニ。,オウギガニは灰色の甲羅に赤い斑点が散らばった模様で、潮間帯の岩場でよく見られるカニです。波打ち際の潮だまりで観察できる身近な種で、ダイバーだけでなく磯遊びでも出会えます。動きが素早く、岩の隙間へ逃げ込むため、観察には忍耐が必要です。マクロ撮影では赤い斑点の美しさを引き立てると良いでしょう。面白いことに、この赤い斑点は個体によって密度が異なり、個体識別の手がかりになります。
ムツハオウギガニ,Leptodius sanguineus,三浦半島以南、小笠原諸島、ハワイ、南太平洋、インド洋、紅海、アフリカ東岸,サンゴ礁域、岩礁の割れ目,2〜4cm,1～10m,赤褐色の体に白い斑点があり、岩の割れ目に潜むことが多い。,ムツハオウギガニは赤褐色の甲羅に白い斑点が散在し、サンゴ礁や岩礁の割れ目に生息しています。警戒心が強く、近づくとすぐに隙間に隠れてしまうため、遠くから静かに観察する必要があります。夜行性の傾向があり、日中はあまり活動しません。マクロレンズで撮影すると、甲羅の細かい模様まで克明に写し取れます。面白い生態として、脱皮直後は体色が鮮やかになり、時間とともに色が落ち着いていきます。
スエヒロガニ,Medaeops granulosus,東京湾～奄美大島、韓国、中国、オーストラリア、インド洋、紅海、アフリカ東岸,砂泥底、藻場域,2〜3cm,1～10m,薄い褐色で平たい体形が特徴で、砂に潜ることが多い。,スエヒロガニは薄い褐色の平たい体形が特徴で、砂泥底や藻場に生息しています。砂に浅く潜っていることが多く、じっくり観察しないと見逃してしまいます。動きは比較的遅く、近づいてもすぐに逃げないため、初心者ダイバーでも観察しやすい種類です。撮影時は砂を巻き上げないよう注意し、ローアングルで写すとその扁平な体形がよくわかります。面白いことに、このカニは後ろ向きに歩くのが得意で、危険を感じると素早く砂中に後退りして隠れます。
ヒメシワオウギダマシ,Mararenella partitumanus,相模湾～九州、インドネシア,岩礁の転石下,1〜2cm,2～30m,小さな体にシワ状の模様があり、転石をひっくり返すと見つかる。,ヒメシワオウギダマシは小さな体にシワのような模様があり、岩礁地帯の転石下に生息しています。ダイバーが岩をひっくり返すと、その下から現れることが多いです。体色は周囲の岩に似た保護色で、じっとしていると見つけにくいです。マクロ撮影ではシワ状の模様の質感をしっかり写すと、その特徴がよく伝わります。面白い生態として、危険を感じると脚を縮めて擬死（死んだふり）を行うことが知られています。
カノコマダラガニ,Xanthias punctatus,琉球列島以南、南太平洋,サンゴ礁域,2〜3cm,1～10m,白地に赤い斑点が鹿の子模様の美しいカニで、サンゴの上を歩く。,カノコマダラガニは白い甲羅に赤い斑点が鹿の子模様に散らばった、非常に美しいカニです。サンゴ礁域で見られ、サンゴの上をゆっくり歩いている姿が観察できます。体色が鮮やかなため、水中で目立ちやすく、ダイバーにも人気の種類です。撮影時は色鮮やかなサンゴを背景にすると、さらに引き立ちます。面白いことに、この鮮やかな体色は警告色で、捕食者に毒性があると誤解させる効果があると考えられています。
トガリオウギガニ,Cycloxanthops truncatus,房総半島～奄美大島,岩礁の割れ目,3〜5cm,2～10m,鋭いトゲ状の突起が特徴で、岩の隙間に隠れていることが多い。,トガリオウギガニは甲羅の縁に鋭いトゲ状の突起が並んでいて、岩礁の割れ目や隙間に生息しています。灰色から褐色の地味な体色ですが、そのユニークな形状が特徴的です。警戒心が強く、近づくとすぐに隙間深くに隠れてしまうため、静かに観察する必要があります。マクロレンズでトゲのディテールを写すと、その特徴がよくわかります。面白い生態として、このトゲは捕食者から身を守る防御機構として発達したと考えられています。
ウスハオウギガニ,Neoxanthops lineatus,房総半島～九州、タイ、南太平洋、オーストラリア、インド洋、紅海,サンゴ礁域、岩礁,2〜4cm,2～15m,薄い色の体に細い線が入り、サンゴの陰でじっとしている。,ウスハオウギガニは薄い褐色や灰色の甲羅に細い線状の模様があり、サンゴ礁や岩礁域に生息しています。サンゴの陰や岩のくぼみでじっとしていることが多く、動きが少ないため観察しやすい種類です。体色は周囲の環境に溶け込む保護色で、じっくり探さないと見逃してしまいます。撮影時は背景のサンゴや岩とのバランスを考え、その擬態能力を表現すると良いでしょう。面白いことに、このカニは脱皮の周期が比較的長く、成長速度が遅いことが知られています。
カルマンガニ,Calmania primna,相模湾～九州、インド洋東部,砂泥底、深場,2〜3cm,5～85m,深場に生息する珍しいカニで、平たい体形が特徴。,カルマンガニは深場の砂泥底に生息する比較的珍しいカニで、平たい体形が特徴です。浅場では見られず、深く潜るダイバーでないと出会えない種類です。体色は薄い褐色で、砂に潜っていることが多いため、注意深く探す必要があります。撮影時は砂を巻き上げないよう注意し、ストロボの光を拡散させて写すと自然な仕上がりになります。面白い生態として、このカニは深海適応のためか、動きが非常にゆっくりで、代謝率が低いことが知られています。
サメハダオウギガニ,Atergatopsis germaini,房総半島以南（太平洋側）、富山湾以南（日本海側）、東シナ海、インド洋、紅海、アフリカ東岸,岩礁域、深場,5〜8cm,1～300m,サメ肌のような質感の甲羅が特徴で、深場でも見られる。,サメハダオウギガニは甲羅の表面がサメの肌のような小さな突起で覆われ、独特の質感を持つカニです。浅場から深場まで広く分布し、岩礁域で見られます。体色は灰褐色で、岩に擬態しているため見つけにくいです。深場で見られる個体は大型化する傾向があります。マクロ撮影では甲羅のユニークな質感をしっかり写すと良いでしょう。面白いことに、この表面構造は付着生物の成長を抑制し、甲羅を清潔に保つ効果があると考えられています。
エリアシアワツブガニ,Psaumis caelipes,駿河湾以南、ハワイ、南太平洋、オーストラリア、インド洋、紅海、アフリカ東岸,サンゴ礁域、潮間帯,1〜2cm,1～10m,小さな丸い体形で、潮だまりの岩の上を素早く動き回る。,エリアシアワツブガニは小さな丸い体形が特徴で、サンゴ礁や潮間帯の岩の上を素早く動き回ります。体色は灰色から褐色で、岩の表面によく溶け込んでいます。動きが速く、ジッとしていることが少ないため、観察には注意が必要です。マクロレンズで撮影すると、その愛らしい丸い体形がよくわかります。面白い生態として、このカニは非常に高い環境適応能力を持ち、淡水が混じる汽水域でも生息できることが知られています。
ビロードアワツブガニ,Actaeodes tomentosus,鹿児島以南、小笠原諸島、ハワイ、南太平洋、オーストラリア、インド洋、紅海、アフリカ東岸,サンゴ礁域、転石帯,2〜3cm,1～10m,ビロード状の毛に覆われた、ふわふわした見た目のカニ。,ビロードアワツブガニは全身がビロード状の短い毛で覆われ、ふわふわとした独特の質感を持つカニです。サンゴ礁や転石地帯に生息し、岩陰に潜んでいることが多いです。体色は赤褐色で、毛のためか立体感のある外見をしています。撮影時はストロボの光を拡散させ、毛の質感を自然に写すと良いでしょう。面白いことに、この毛は付着生物の成長を防ぐとともに、カムフラージュ効果もあると考えられています。
ヒラアワツブガニ,Forestia depressa,相模湾以南、小笠原諸島、フィリピン、アンダマン海、インド洋東部、南アフリカ,岩礁域、潮だまり,1〜2cm,1～20m,平たい体形で、潮だまりの岩の下によく隠れている。,ヒラアワツブガニはその名の通り平たい体形が特徴で、潮間帯の岩の下や潮だまりに生息しています。体色は灰褐色で、岩に擬態しているため見つけにくいです。岩をひっくり返すと見つかることが多く、動きは比較的遅めです。撮影時は平たい体形がわかる角度から写すと特徴が伝わります。面白い生態として、この平たい体形は岩の隙間に潜り込むのに適応した結果と考えられています。
ケブカアワツブガニ,Gaillardiellus orientalis,相模湾～九州（太平洋側）、山形県以南（日本海側）、韓国、中国,岩礁域、転石下,2〜3cm,1～30m,全身が長い毛で覆われた、モフモフした見た目のカニ。,ケブカアワツブガニは全身が長い毛で覆われ、モフモフとしたユニークな外見を持つカニです。岩礁地帯の転石下に生息し、岩をひっくり返すと見つかることが多いです。体色は赤褐色で、毛のためか実際より大きく見えます。マクロ撮影では毛の質感をしっかり写すと、その特徴がよく伝わります。面白いことに、この毛は海藻や海綿などを付着させ、カムフラージュに利用していると考えられています。
ケブカアワツブモドキ,Paractaea rufopunctata,伊豆半島以南、東アジア、ミクロネシア、南太平洋,サンゴ礁域、岩礁,2〜4cm,3～15m,赤い斑点が特徴で、岩の上をゆっくり歩いていることが多い。,ケブカアワツブモドキは灰色の甲羅に赤い斑点が散在し、サンゴ礁や岩礁域で見られるカニです。岩の上をゆっくり歩いていることが多く、動きが鈍いため観察しやすい種類です。体色は個体差が大きく、斑点の密度も様々です。撮影時は赤い斑点がよくわかるようにライティングすると良いでしょう。面白い生態として、この赤い斑点は年齢とともに濃くなる傾向があり、成熟した個体ほど鮮やかになります。
ヒヅメガニ,Etisus splendidus,房総半島以南、ハワイ、南太平洋、オーストラリア、インド洋、紅海、アフリカ東岸,サンゴ礁域、転石帯,4〜6cm,1～10m,青みがかった灰色で、大きなハサミが特徴的なカニ。,ヒヅメガニは青みがかった灰色の甲羅と、発達した大きなハサミが特徴的なカニです。サンゴ礁や転石地帯に生息し、岩陰に潜んでいることが多いです。ハサミは左右非対称で、一方が特に大きくなっています。警戒心が強く、近づくと素早く隠れるため、遠くから観察する必要があります。マクロ撮影では特徴的なハサミに焦点を当てると良いでしょう。面白いことに、この大きなハサミは威嚇や闘争に使用され、オス同士の縄張り争いで見せ合うことがあります。
トガリヒヅメガニ,Etisus anaglyptus,東京湾以南、中国、ハワイ、南太平洋、オーストラリア、インド洋、紅海,サンゴ礁域、岩礁,3〜5cm,1～10m,鋭いトゲのある甲羅が特徴で、岩の割れ目に隠れている。,トガリヒヅメガニは甲羅の縁に鋭いトゲが並び、サンゴ礁や岩礁域に生息しています。体色は灰褐色で、岩の割れ目や隙間に隠れていることが多いです。トゲは防御用で、捕食者から身を守るのに役立っています。撮影時はトゲのディテールがわかる角度から写すと、その特徴がよく伝わります。面白い生態として、このトゲは脱皮のたびに鋭さを増し、古い個体ほどトゲが発達する傾向があります。
アカヒヅメガニ,Etisus dentatus,鹿児島以南、伊豆諸島、ハワイ、南太平洋、オーストラリア、インド洋、紅海、アフリカ東岸,サンゴ礁域、転石帯,4〜7cm,1～30m,鮮やかな赤色が目立つ美しいカニで、夜行性の傾向がある。,アカヒヅメガニは鮮やかな赤色の甲羅が特徴で、サンゴ礁や転石地帯に生息しています。夜行性の傾向があり、日中は岩陰でじっとしていることが多いです。体色は個体差があり、オレンジ色から深紅まで様々です。撮影時はストロボの光を調整し、赤色が飛ばないように注意すると良いでしょう。面白いことに、この鮮やかな赤色は夜間でも目立ち、同種間のコミュニケーションに役立っていると考えられています。
オオアカヒヅメガニ,Etisus splendidus,琉球列島、伊豆諸島以南、ハワイ、ミクロネシア、南太平洋、インド洋、紅海,サンゴ礁域、深場,甲幅10cm,1～30m,大型で鮮やかな赤色が特徴、サンゴ礁の深場に生息。,オオアカヒヅメガニは甲幅10cmにもなる大型種で、鮮やかな赤色が特徴的なカニです。サンゴ礁の深場に生息し、浅場では見られないことが多いです。体色は深い赤色で、水中で非常に目立ちます。動きはゆっくりで、観察しやすい種類です。撮影時は大きな体全体が入るようにし、赤色の輝きを引き出すライティングがポイントです。面白いことに、このカニは成長に伴って赤色が濃くなり、成熟個体ほど鮮やかになる傾向があります。
ツブヒヅメオウギガニ,Pilodius areolatus,琉球列島、インドネシア、インド洋西部,サンゴ礁域、岩礁の岩穴,甲幅2cm,1～10m,甲羅に小さなツブ状の突起があり、茶褐色の地色に白い斑点が散在。岩陰やサンゴの隙間にひそむことが多い。,甲幅2cm程度の小型カニで、甲羅全体に小さなツブ状の突起が密集しているのが特徴です。茶褐色の地色に不規則な白い斑点が散在し、岩陰やサンゴの隙間にひそんでいます。琉球列島のサンゴ礁域でよく見られ、インド洋西部にも分布。ダイビング中は、岩の隙間やサンゴの陰を注意深く観察すると発見できます。動きは比較的ゆっくりで、警戒心が強くないため、ゆっくり近づけば観察や撮影が可能です。
テナガオウギガニ,Chlorodiella laevissima,相模湾以南、ハワイ、南太平洋、インド洋,岩礁域、転石帯,甲幅1cm,8～40m,小さな体に長いハサミ脚が特徴で、暗褐色の体色。岩の下や隙間に隠れていることが多い。,甲幅1cmほどの小さなカニで、名前の通り非常に長いハサミ脚が特徴です。暗褐色の体色で、相模湾以南の岩礁域や転石帯に生息。8～40mの深さで見られ、岩の下や隙間に隠れていることが多いです。南太平洋やインド洋にも広く分布。ダイビング中は、岩をゆっくりひっくり返すと見つかる可能性が高いです。長いハサミを振り回す様子がユーモラスで、動きが素早いため観察には注意が必要です。
クロテナガオウギガニ,Chlorodiella nigra,相模湾以南、東南アジア、ハワイ、インド洋、紅海、アフリカ東岸,潮間帯、岩礁域,甲幅1.5cm,0～5m,黒っぽい体色に長いハサミ脚。潮だまりや浅い岩場でよく見かけ、動きが素早い。,甲幅1.5cmほどの小型カニで、黒っぽい体色と長いハサミ脚が特徴です。相模湾以南の潮間帯や浅い岩礁域に生息し、0～5mの浅い場所でよく見られます。東南アジアからハワイ、インド洋、紅海まで広く分布。潮だまりを覗くと見つかることも多く、動きが非常に素早いため観察が少し難しいです。岩の表面を素早く移動する姿が観察でき、警戒心が強いためゆっくり近づくのがポイントです。
アワハダキモガニ,Cymo quadrilobatus,琉球列島、東南アジア、インド洋,サンゴ礁域、藻場,甲幅1cm,1～10m,甲羅に泡状の突起があり、淡い褐色。サンゴの枝間や海藻の間でじっとしている。,甲幅1cmほどの小型カニで、甲羅に泡状の突起があるのが特徴です。淡い褐色の体色で、琉球列島のサンゴ礁域や藻場に生息。1～10mの深さで見られ、サンゴの枝間や海藻の間にじっとしていることが多いです。東南アジアやインド洋にも分布。動きは比較的ゆっくりで、周囲の環境に溶け込むようにしているため見つけにくいですが、サンゴの隙間を注意深く観察すると発見できます。
キモガニ,Cymo melanodactylus,紀伊半島以南、南太平洋、オーストラリア、インド洋、紅海,サンゴ礁域、岩礁の岩穴,甲幅2cm,1～10m,甲幅2cmで、黒っぽい脚が特徴。岩の割れ目やサンゴの隙間にひそむ。,甲幅2cm程度のカニで、学名の「melanodactylus」（黒い指）の通り、黒っぽい脚が特徴です。紀伊半島以南のサンゴ礁域や岩礁の岩穴に生息し、1～10mの深さで見られます。南太平洋やオーストラリア、インド洋、紅海にも広く分布。岩の割れ目やサンゴの隙間にひそんでいることが多く、動きが素早いため観察には注意が必要です。警戒心が強く、近づくとすぐに隠れてしまうため、ゆっくりと接近するのがポイントです。
ヒメキモガニ,Cymo andreossyi,紀伊半島以南、南太平洋、オーストラリア、インド洋、紅海,サンゴ礁域、藻場,1〜2cm,1～10m,小型で淡い褐色の体色。サンゴの枝間や海藻の間でじっとしていることが多い。,非常に小型のカニで、淡い褐色の体色が特徴です。紀伊半島以南のサンゴ礁域や藻場に生息し、1～10mの深さで見られます。南太平洋やオーストラリア、インド洋、紅海にも分布。サンゴの枝間や海藻の間にじっとしていることが多く、動きは比較的ゆっくりです。周囲の環境に溶け込むようにしているため見つけにくいですが、サンゴの隙間を注意深く観察すると発見できます。体長の記載がなく、さらに小さな種類かもしれません。
キンチャクガニ,Lybia tessellata,琉球列島、伊豆諸島、東南アジア、南太平洋、インド洋、紅海,サンゴ礁域、岩礁域,1〜2cm,2～10m,甲羅に幾何学模様があり、小さなハサミでイソギンチャクを抱えることが有名。,甲羅に美しい幾何学模様がある小型のカニで、非常に特徴的な生態を持っています。琉球列島や伊豆諸島のサンゴ礁域、岩礁域に生息し、2～10mの深さで見られます。東南アジアや南太平洋、インド洋、紅海にも分布。小さなハサミでイソギンチャクを抱えて身を守る習性で有名で、ダイビング中もその姿を観察できることがあります。動きはゆっくりで、警戒心が強くないため、近づいて観察や撮影が可能です。
ヒメキンチャクガニ,Lybia edmondsoni,琉球列島、伊豆諸島、ハワイ、ミクロネシア、インド洋西部、紅海,サンゴ礁域、岩礁域,1〜1.5cm,2～90m,キンチャクガニより小型で、やはりイソギンチャクを抱える。模様が繊細で美しい。,キンチャクガニよりさらに小型の種類で、繊細で美しい模様が特徴です。琉球列島や伊豆諸島のサンゴ礁域、岩礁域に生息し、2～90mと広い深度範囲で見られます。ハワイやミクロネシア、インド洋西部、紅海にも分布。キンチャクガニ同様、イソギンチャクを抱えて身を守る習性がありますが、より小型のイソギンチャクを選択する傾向があります。動きはゆっくりで、サンゴの表面を注意深く観察すると見つかることがあります。
ケブカキンチャクガニ,Polydectus cupulifer,琉球列島、伊豆諸島、ハワイ、南太平洋、インド洋、紅海,サンゴ礁域、岩礁域,1.5〜2cm,2～30m,毛のような突起が甲羅全体に生え、イソギンチャクを抱える。少し大きめの種類。,甲羅全体に毛のような突起が生えているのが特徴で、キンチャクガニの仲間ではやや大きめの種類です。琉球列島や伊豆諸島のサンゴ礁域、岩礁域に生息し、2～30mの深さで見られます。ハワイや南太平洋、インド洋、紅海にも広く分布。他のキンチャクガニ同様、イソギンチャクを抱えて身を守る習性があり、毛のような突起がイソギンチャクとの相性を良くしていると考えられています。動きは比較的ゆっくりで、サンゴの表面を探すと見つかることがあります。
ドロイシガニ,Trichia dromiaefomis,東京湾～九州、オーストラリア,砂泥底,3〜4cm,17～100m,泥のような色合いで、深場の砂泥底に生息。あまり動かずじっとしている。,泥のような地味な色合いのカニで、東京湾から九州にかけての深場（17～100m）の砂泥底に生息しています。オーストラリアにも分布。普段はあまり動かず、砂泥底にじっとしていることが多いです。ダイビングではあまり見かける機会が少ない種類で、漁師の網にかかることがあるようです。体長の記載がありませんが、おそらく中型のカニでしょう。砂地を好むため、砂地のダイビングサイトで探すと見つかるかもしれません。
オオタマオウギガニ,Banareia obtusifrons,相模湾～紀伊半島、東シナ海,岩礁域、転石帯,3〜4cm,10～30m,丸みを帯びた甲羅が特徴で、相模湾～紀伊半島の岩場に生息。,丸みを帯びた甲羅が特徴的なカニで、相模湾から紀伊半島、東シナ海の岩礁域や転石帯に生息しています。10～30mの深さで見られ、岩の下や隙間に隠れていることが多いです。体長の記載がありませんが、中型のカニと思われます。動きは比較的ゆっくりで、岩をゆっくりひっくり返すと見つかる可能性があります。地味な色合いのため見つけにくいですが、丸い甲羅が特徴的です。
